class,package
EntityAIEatGrass,net/minecraft/shared
EntityAIFleeSun,net/minecraft/shared
EntityAIFollowGolem,net/minecraft/shared
EntityAIFollowOwner,net/minecraft/shared
EntityAIFollowParent,net/minecraft/shared
EntityAIHurtByTarget,net/minecraft/shared
EntityAILeapAtTarget,net/minecraft/shared
EntityAILookAtTradePlayer,net/minecraft/shared
EntityAILookAtVillager,net/minecraft/shared
EntityAILookIdle,net/minecraft/shared
EntityAIMate,net/minecraft/shared
EntityAIMoveIndoors,net/minecraft/shared
EntityAIMoveThroughVillage,net/minecraft/shared
EntityAIMoveTowardsTarget,net/minecraft/shared
EntityAIMoveTwardsRestriction,net/minecraft/shared
EntityAINearestAttackableTarget,net/minecraft/shared
EntityAINearestAttackableTargetSorter,net/minecraft/shared
EntityAIOcelotAttack,net/minecraft/shared
EntityAIOcelotSit,net/minecraft/shared
EntityAIOpenDoor,net/minecraft/shared
EntityAIOwnerHurtByTarget,net/minecraft/shared
EntityAIOwnerHurtTarget,net/minecraft/shared
EntityAIPanic,net/minecraft/shared
EntityAIPlay,net/minecraft/shared
EntityAIRestrictOpenDoor,net/minecraft/shared
EntityAIRestrictSun,net/minecraft/shared
EntityAISit,net/minecraft/shared
EntityAISwimming,net/minecraft/shared
EntityAITarget,net/minecraft/shared
EntityAITargetNonTamed,net/minecraft/shared
EntityAITaskEntry,net/minecraft/shared
EntityAITasks,net/minecraft/shared
EntityAITempt,net/minecraft/shared
EntityAITradePlayer,net/minecraft/shared
EntityAIVillagerMate,net/minecraft/shared
EntityAIWander,net/minecraft/shared
EntityAIWatchClosest,net/minecraft/shared
EntityAIWatchClosest2,net/minecraft/shared
EntityAmbientCreature,net/minecraft/shared
EntityAnimal,net/minecraft/shared
EntityArrow,net/minecraft/shared
EntityBat,net/minecraft/shared
EntityBlaze,net/minecraft/shared
EntityBoat,net/minecraft/shared
EntityBodyHelper,net/minecraft/shared
EntityCaveSpider,net/minecraft/shared
EntityChicken,net/minecraft/shared
EntityCow,net/minecraft/shared
EntityCreature,net/minecraft/shared
EntityCreeper,net/minecraft/shared
EntityDamageSource,net/minecraft/shared
EntityDamageSourceIndirect,net/minecraft/shared
EntityDragon,net/minecraft/shared
EntityDragonPart,net/minecraft/shared
EntityEgg,net/minecraft/shared
EntityEggInfo,net/minecraft/shared
EntityEnderCrystal,net/minecraft/shared
EntityEnderEye,net/minecraft/shared
EntityEnderman,net/minecraft/shared
EntityEnderPearl,net/minecraft/shared
EntityExpBottle,net/minecraft/shared
EntityFallingSand,net/minecraft/shared
EntityFireball,net/minecraft/shared
EntityFishHook,net/minecraft/shared
EntityFlying,net/minecraft/shared
EntityGhast,net/minecraft/shared
EntityGiantZombie,net/minecraft/shared
EntityGolem,net/minecraft/shared
EntityHanging,net/minecraft/shared
EntityIronGolem,net/minecraft/shared
EntityItem,net/minecraft/shared
EntityItemFrame,net/minecraft/shared
EntityJumpHelper,net/minecraft/shared
EntityLargeFireball,net/minecraft/shared
EntityLightningBolt,net/minecraft/shared
EntityList,net/minecraft/shared
EntityLiving,net/minecraft/shared
EntityLookHelper,net/minecraft/shared
EntityMagmaCube,net/minecraft/shared
EntityMinecart,net/minecraft/shared
EntityMob,net/minecraft/shared
EntityMooshroom,net/minecraft/shared
EntityMoveHelper,net/minecraft/shared
EntityOcelot,net/minecraft/shared
EntityPainting,net/minecraft/shared
EntityPig,net/minecraft/shared
EntityPigZombie,net/minecraft/shared
EntityPlayer,net/minecraft/shared
EntityPlayerMP,net/minecraft/shared
EntityPotion,net/minecraft/shared
EntitySenses,net/minecraft/shared
EntitySheep,net/minecraft/shared
EntitySilverfish,net/minecraft/shared
EntitySkeleton,net/minecraft/shared
EntitySlime,net/minecraft/shared
EntitySmallFireball,net/minecraft/shared
EntitySnowball,net/minecraft/shared
EntitySnowman,net/minecraft/shared
EntitySpider,net/minecraft/shared
EntitySquid,net/minecraft/shared
EntityTameable,net/minecraft/shared
EntityThrowable,net/minecraft/shared
EntityTNTPrimed,net/minecraft/shared
EntityTracker,net/minecraft/shared
EntityTrackerEntry,net/minecraft/shared
EntityVillager,net/minecraft/shared
EntityWaterMob,net/minecraft/shared
EntityWeatherEffect,net/minecraft/shared
EntityWitch,net/minecraft/shared
EntityWither,net/minecraft/shared
EntityWitherAttackFilter,net/minecraft/shared
EntityWitherSkull,net/minecraft/shared
EntityWolf,net/minecraft/shared
EntityXPOrb,net/minecraft/shared
EntityZombie,net/minecraft/shared
EnumAction,net/minecraft/shared
EnumArmorMaterial,net/minecraft/shared
EnumArt,net/minecraft/shared
EnumCreatureAttribute,net/minecraft/shared
EnumCreatureType,net/minecraft/shared
EnumDoor,net/minecraft/shared
EnumDoorHelper,net/minecraft/shared
EnumEnchantmentType,net/minecraft/shared
EnumEntitySize,net/minecraft/shared
EnumEntitySizeHelper,net/minecraft/shared
EnumFacing,net/minecraft/shared
EnumGameType,net/minecraft/shared
EnumMobType,net/minecraft/shared
EnumMovingObjectType,net/minecraft/shared
EnumSkyBlock,net/minecraft/shared
EnumStatus,net/minecraft/shared
EnumToolMaterial,net/minecraft/shared
Explosion,net/minecraft/shared
ExtendedBlockStorage,net/minecraft/shared
Facing,net/minecraft/shared
FilterIMob,net/minecraft/shared
FlatGeneratorInfo,net/minecraft/shared
FlatLayerInfo,net/minecraft/shared
FoodStats,net/minecraft/shared
FurnaceRecipes,net/minecraft/shared
GameRules,net/minecraft/shared
GameRuleValue,net/minecraft/shared
GenLayer,net/minecraft/shared
GenLayerAddIsland,net/minecraft/shared
GenLayerAddMushroomIsland,net/minecraft/shared
GenLayerAddSnow,net/minecraft/shared
GenLayerBiome,net/minecraft/shared
GenLayerFuzzyZoom,net/minecraft/shared
GenLayerHills,net/minecraft/shared
GenLayerIsland,net/minecraft/shared
GenLayerRiver,net/minecraft/shared
GenLayerRiverInit,net/minecraft/shared
GenLayerRiverMix,net/minecraft/shared
GenLayerShore,net/minecraft/shared
GenLayerSmooth,net/minecraft/shared
GenLayerSwampRivers,net/minecraft/shared
GenLayerVoronoiZoom,net/minecraft/shared
GenLayerZoom,net/minecraft/shared
HttpUtil,net/minecraft/shared
HttpUtilRunnable,net/minecraft/shared
IAdminCommand,net/minecraft/shared
IAnimals,net/minecraft/shared
IBehaviorDispenseItem,net/minecraft/shared
IBlockAccess,net/minecraft/shared
IBlockSource,net/minecraft/shared
IBossDisplayData,net/minecraft/shared
IChunkLoader,net/minecraft/shared
IChunkProvider,net/minecraft/shared
ICommand,net/minecraft/shared
ICommandManager,net/minecraft/shared
ICommandSender,net/minecraft/shared
ICrafting,net/minecraft/shared
IEnchantmentModifier,net/minecraft/shared
IEntityMultiPart,net/minecraft/shared
IEntitySelector,net/minecraft/shared
IInvBasic,net/minecraft/shared
IInventory,net/minecraft/shared
ILocatableSource,net/minecraft/shared
ILocation,net/minecraft/shared
IMerchant,net/minecraft/shared
IMob,net/minecraft/shared
INetworkManager,net/minecraft/shared
INpc,net/minecraft/shared
IntCache,net/minecraft/shared
IntHashMap,net/minecraft/shared
IntHashMapEntry,net/minecraft/shared
InventoryBasic,net/minecraft/shared
InventoryCrafting,net/minecraft/shared
InventoryCraftResult,net/minecraft/shared
InventoryEnderChest,net/minecraft/shared
InventoryLargeChest,net/minecraft/shared
InventoryMerchant,net/minecraft/shared
InventoryPlayer,net/minecraft/shared
InventoryRepair,net/minecraft/shared
IPlayerFileData,net/minecraft/shared
IPlayerUsage,net/minecraft/shared
IPosition,net/minecraft/shared
IProgressUpdate,net/minecraft/shared
IProjectile,net/minecraft/shared
IRangedAttackMob,net/minecraft/shared
IRecipe,net/minecraft/shared
IRegistry,net/minecraft/shared
ISaveFormat,net/minecraft/shared
ISaveHandler,net/minecraft/shared
IServer,net/minecraft/shared
IStatType,net/minecraft/shared
Item,net/minecraft/shared
ItemAnvilBlock,net/minecraft/shared
ItemAppleGold,net/minecraft/shared
ItemArmor,net/minecraft/shared
ItemAxe,net/minecraft/shared
ItemBed,net/minecraft/shared
ItemBlock,net/minecraft/shared
ItemBoat,net/minecraft/shared
ItemBow,net/minecraft/shared
ItemBucket,net/minecraft/shared
ItemBucketMilk,net/minecraft/shared
ItemCarrotOnAStick,net/minecraft/shared
ItemCloth,net/minecraft/shared
ItemCoal,net/minecraft/shared
ItemColored,net/minecraft/shared
ItemDoor,net/minecraft/shared
ItemDye,net/minecraft/shared
ItemEditableBook,net/minecraft/shared
ItemEgg,net/minecraft/shared
ItemEmptyMap,net/minecraft/shared
ItemEnderEye,net/minecraft/shared
ItemEnderPearl,net/minecraft/shared
ItemExpBottle,net/minecraft/shared
ItemFireball,net/minecraft/shared
ItemFishingRod,net/minecraft/shared
ItemFlintAndSteel,net/minecraft/shared
ItemFood,net/minecraft/shared
ItemGlassBottle,net/minecraft/shared
ItemHangingEntity,net/minecraft/shared
ItemHoe,net/minecraft/shared
ItemInWorldManager,net/minecraft/shared
ItemLeaves,net/minecraft/shared
ItemLilyPad,net/minecraft/shared
ItemMap,net/minecraft/shared
ItemMapBase,net/minecraft/shared
ItemMinecart,net/minecraft/shared
ItemMonsterPlacer,net/minecraft/shared
ItemMultiTextureTile,net/minecraft/shared
ItemPickaxe,net/minecraft/shared
ItemPiston,net/minecraft/shared
ItemPotion,net/minecraft/shared
ItemRecord,net/minecraft/shared
ItemRedstone,net/minecraft/shared
ItemReed,net/minecraft/shared
ItemSaddle,net/minecraft/shared
ItemSeedFood,net/minecraft/shared
ItemSeeds,net/minecraft/shared
ItemShears,net/minecraft/shared
ItemSign,net/minecraft/shared
ItemSimpleFoiled,net/minecraft/shared
ItemSkull,net/minecraft/shared
ItemSlab,net/minecraft/shared
ItemSnowball,net/minecraft/shared
ItemSoup,net/minecraft/shared
ItemSpade,net/minecraft/shared
ItemStack,net/minecraft/shared
ItemSword,net/minecraft/shared
ItemTool,net/minecraft/shared
ItemWritableBook,net/minecraft/shared
IThreadedFileIO,net/minecraft/shared
IUpdatePlayerListBox,net/minecraft/shared
IWorldAccess,net/minecraft/shared
LongHashMap,net/minecraft/shared
LongHashMapEntry,net/minecraft/shared
LowerStringMap,net/minecraft/shared
MapColor,net/minecraft/shared
MapCoord,net/minecraft/shared
MapData,net/minecraft/shared
MapGenBase,net/minecraft/shared
MapGenCaves,net/minecraft/shared
MapGenCavesHell,net/minecraft/shared
MapGenMineshaft,net/minecraft/shared
MapGenNetherBridge,net/minecraft/shared
MapGenRavine,net/minecraft/shared
MapGenScatteredFeature,net/minecraft/shared
MapGenStronghold,net/minecraft/shared
MapGenStructure,net/minecraft/shared
MapGenVillage,net/minecraft/shared
MapInfo,net/minecraft/shared
MapStorage,net/minecraft/shared
Material,net/minecraft/shared
MaterialLiquid,net/minecraft/shared
MaterialLogic,net/minecraft/shared
MaterialPortal,net/minecraft/shared
MaterialTransparent,net/minecraft/shared
MaterialWeb,net/minecraft/shared
MathHelper,net/minecraft/shared
MemoryConnection,net/minecraft/shared
MerchantRecipe,net/minecraft/shared
MerchantRecipeList,net/minecraft/shared
MinecraftException,net/minecraft/shared
MovingObjectPosition,net/minecraft/shared
NBTBase,net/minecraft/shared
NBTTagByte,net/minecraft/shared
NBTTagByteArray,net/minecraft/shared
NBTTagCompound,net/minecraft/shared
NBTTagDouble,net/minecraft/shared
NBTTagEnd,net/minecraft/shared
NBTTagFloat,net/minecraft/shared
NBTTagInt,net/minecraft/shared
NBTTagIntArray,net/minecraft/shared
NBTTagList,net/minecraft/shared
NBTTagLong,net/minecraft/shared
NBTTagShort,net/minecraft/shared
NBTTagString,net/minecraft/shared
NetHandler,net/minecraft/shared
NetLoginHandler,net/minecraft/shared
NetServerHandler,net/minecraft/shared
NetworkListenThread,net/minecraft/shared
NextTickListEntry,net/minecraft/shared
NibbleArray,net/minecraft/shared
NibbleArrayReader,net/minecraft/shared
NoiseGenerator,net/minecraft/shared
NoiseGeneratorOctaves,net/minecraft/shared
NoiseGeneratorPerlin,net/minecraft/shared
NumberInvalidException,net/minecraft/shared
Packet,net/minecraft/shared
Packet0KeepAlive,net/minecraft/shared
Packet100OpenWindow,net/minecraft/shared
Packet101CloseWindow,net/minecraft/shared
Packet102WindowClick,net/minecraft/shared
Packet103SetSlot,net/minecraft/shared
Packet104WindowItems,net/minecraft/shared
Packet105UpdateProgressbar,net/minecraft/shared
Packet106Transaction,net/minecraft/shared
Packet107CreativeSetSlot,net/minecraft/shared
Packet108EnchantItem,net/minecraft/shared
Packet10Flying,net/minecraft/shared
Packet11PlayerPosition,net/minecraft/shared
Packet12PlayerLook,net/minecraft/shared
Packet130UpdateSign,net/minecraft/shared
Packet131MapData,net/minecraft/shared
Packet132TileEntityData,net/minecraft/shared
Packet13PlayerLookMove,net/minecraft/shared
Packet14BlockDig,net/minecraft/shared
Packet15Place,net/minecraft/shared
Packet16BlockItemSwitch,net/minecraft/shared
Packet17Sleep,net/minecraft/shared
Packet18Animation,net/minecraft/shared
Packet19EntityAction,net/minecraft/shared
Packet1Login,net/minecraft/shared
Packet200Statistic,net/minecraft/shared
Packet201PlayerInfo,net/minecraft/shared
Packet202PlayerAbilities,net/minecraft/shared
Packet203AutoComplete,net/minecraft/shared
Packet204ClientInfo,net/minecraft/shared
Packet205ClientCommand,net/minecraft/shared
Packet20NamedEntitySpawn,net/minecraft/shared
Packet21PickupSpawn,net/minecraft/shared
Packet22Collect,net/minecraft/shared
Packet23VehicleSpawn,net/minecraft/shared
Packet24MobSpawn,net/minecraft/shared
Packet250CustomPayload,net/minecraft/shared
Packet252SharedKey,net/minecraft/shared
Packet253ServerAuthData,net/minecraft/shared
Packet254ServerPing,net/minecraft/shared
Packet255KickDisconnect,net/minecraft/shared
Packet25EntityPainting,net/minecraft/shared
Packet26EntityExpOrb,net/minecraft/shared
Packet28EntityVelocity,net/minecraft/shared
Packet29DestroyEntity,net/minecraft/shared
Packet2ClientProtocol,net/minecraft/shared
Packet30Entity,net/minecraft/shared
Packet31RelEntityMove,net/minecraft/shared
Packet32EntityLook,net/minecraft/shared
Packet33RelEntityMoveLook,net/minecraft/shared
Packet34EntityTeleport,net/minecraft/shared
Packet35EntityHeadRotation,net/minecraft/shared
Packet38EntityStatus,net/minecraft/shared
Packet39AttachEntity,net/minecraft/shared
Packet3Chat,net/minecraft/shared
Packet40EntityMetadata,net/minecraft/shared
Packet41EntityEffect,net/minecraft/shared
Packet42RemoveEntityEffect,net/minecraft/shared
Packet43Experience,net/minecraft/shared
Packet4UpdateTime,net/minecraft/shared
Packet51MapChunk,net/minecraft/shared
Packet51MapChunkData,net/minecraft/shared
Packet52MultiBlockChange,net/minecraft/shared
Packet53BlockChange,net/minecraft/shared
Packet54PlayNoteBlock,net/minecraft/shared
Packet55BlockDestroy,net/minecraft/shared
Packet56MapChunks,net/minecraft/shared
Packet5PlayerInventory,net/minecraft/shared
Packet60Explosion,net/minecraft/shared
Packet61DoorChange,net/minecraft/shared
Packet62LevelSound,net/minecraft/shared
Packet6SpawnPosition,net/minecraft/shared
Packet70GameEvent,net/minecraft/shared
Packet71Weather,net/minecraft/shared
Packet7UseEntity,net/minecraft/shared
Packet8UpdateHealth,net/minecraft/shared
Packet9Respawn,net/minecraft/shared
PacketCount,net/minecraft/shared
Path,net/minecraft/shared
PathEntity,net/minecraft/shared
PathFinder,net/minecraft/shared
PathNavigate,net/minecraft/shared
PathPoint,net/minecraft/shared
PlayerCapabilities,net/minecraft/shared
PlayerInstance,net/minecraft/shared
PlayerManager,net/minecraft/shared
PlayerNotFoundException,net/minecraft/shared
PlayerPositionComparator,net/minecraft/shared
PlayerSelector,net/minecraft/shared
PlayerUsageSnooper,net/minecraft/shared
PlayerUsageSnooperThread,net/minecraft/shared
PortalPosition,net/minecraft/shared
PositionImpl,net/minecraft/shared
Potion,net/minecraft/shared
PotionEffect,net/minecraft/shared
PotionHealth,net/minecraft/shared
PotionHelper,net/minecraft/shared
Profiler,net/minecraft/shared
ProfilerResult,net/minecraft/shared
PropertyManager,net/minecraft/shared
RailLogic,net/minecraft/shared
RandomPositionGenerator,net/minecraft/shared
RConConsoleSource,net/minecraft/shared
RConOutputStream,net/minecraft/shared
RConThreadBase,net/minecraft/shared
RConThreadClient,net/minecraft/shared
RConThreadMain,net/minecraft/shared
RConThreadQuery,net/minecraft/shared
RConThreadQueryAuth,net/minecraft/shared
RConUtils,net/minecraft/shared
RecipesArmor,net/minecraft/shared
RecipesArmorDyes,net/minecraft/shared
RecipesCrafting,net/minecraft/shared
RecipesDyes,net/minecraft/shared
RecipesFood,net/minecraft/shared
RecipesIngots,net/minecraft/shared
RecipesMapCloning,net/minecraft/shared
RecipesMapExtending,net/minecraft/shared
RecipeSorter,net/minecraft/shared
RecipesTools,net/minecraft/shared
RecipesWeapons,net/minecraft/shared
RedstoneUpdateInfo,net/minecraft/shared
RegionFile,net/minecraft/shared
RegionFileCache,net/minecraft/shared
RegionFileChunkBuffer,net/minecraft/shared
RegistryDefaulted,net/minecraft/shared
RegistrySimple,net/minecraft/shared
ReportedException,net/minecraft/shared
SaveFormatOld,net/minecraft/shared
SaveHandler,net/minecraft/shared
ServerBlockEvent,net/minecraft/shared
ServerBlockEventList,net/minecraft/shared
ServerCommand,net/minecraft/shared
ServerCommandManager,net/minecraft/shared
ServerConfigurationManager,net/minecraft/shared
ServerListenThread,net/minecraft/shared
ShapedRecipes,net/minecraft/shared
ShapelessRecipes,net/minecraft/shared
Slot,net/minecraft/shared
SlotArmor,net/minecraft/shared
SlotBeacon,net/minecraft/shared
SlotBrewingStandIngredient,net/minecraft/shared
SlotBrewingStandPotion,net/minecraft/shared
SlotCrafting,net/minecraft/shared
SlotEnchantment,net/minecraft/shared
SlotEnchantmentTable,net/minecraft/shared
SlotFurnace,net/minecraft/shared
SlotMerchantResult,net/minecraft/shared
SlotRepair,net/minecraft/shared
SpawnerAnimals,net/minecraft/shared
SpawnListEntry,net/minecraft/shared
StatBase,net/minecraft/shared
StatBasic,net/minecraft/shared
StatCollector,net/minecraft/shared
StatCrafting,net/minecraft/shared
StatList,net/minecraft/shared
StatTypeDistance,net/minecraft/shared
StatTypeSimple,net/minecraft/shared
StatTypeTime,net/minecraft/shared
StepSound,net/minecraft/shared
StepSoundAnvil,net/minecraft/shared
StepSoundSand,net/minecraft/shared
StepSoundStone,net/minecraft/shared
StringTranslate,net/minecraft/shared
StringUtils,net/minecraft/shared
StructureBoundingBox,net/minecraft/shared
StructureComponent,net/minecraft/shared
StructureMineshaftPieces,net/minecraft/shared
StructureMineshaftStart,net/minecraft/shared
StructureNetherBridgePieces,net/minecraft/shared
StructureNetherBridgePieceWeight,net/minecraft/shared
StructureNetherBridgeStart,net/minecraft/shared
StructurePieceBlockSelector,net/minecraft/shared
StructureScatteredFeatureStart,net/minecraft/shared
StructureScatteredFeatureStones,net/minecraft/shared
StructureStart,net/minecraft/shared
StructureStrongholdPieces,net/minecraft/shared
StructureStrongholdPieceWeight,net/minecraft/shared
StructureStrongholdPieceWeight2,net/minecraft/shared
StructureStrongholdPieceWeight3,net/minecraft/shared
StructureStrongholdStart,net/minecraft/shared
StructureStrongholdStones,net/minecraft/shared
StructureVillagePieces,net/minecraft/shared
StructureVillagePieceWeight,net/minecraft/shared
StructureVillageStart,net/minecraft/shared
SyntaxErrorException,net/minecraft/shared
TcpConnection,net/minecraft/shared
TcpMasterThread,net/minecraft/shared
TcpMonitorThread,net/minecraft/shared
TcpReaderThread,net/minecraft/shared
TcpWriterThread,net/minecraft/shared
Teleporter,net/minecraft/shared
ThreadedFileIOBase,net/minecraft/shared
ThreadLoginVerifier,net/minecraft/shared
ThreadMinecraftServer,net/minecraft/shared
TileEntity,net/minecraft/shared
TileEntityBeacon,net/minecraft/shared
TileEntityBrewingStand,net/minecraft/shared
TileEntityChest,net/minecraft/shared
TileEntityCommandBlock,net/minecraft/shared
TileEntityDispenser,net/minecraft/shared
TileEntityEnchantmentTable,net/minecraft/shared
TileEntityEnderChest,net/minecraft/shared
TileEntityEndPortal,net/minecraft/shared
TileEntityFurnace,net/minecraft/shared
TileEntityMobSpawner,net/minecraft/shared
TileEntityNote,net/minecraft/shared
TileEntityPiston,net/minecraft/shared
TileEntityRecordPlayer,net/minecraft/shared
TileEntitySign,net/minecraft/shared
TileEntitySkull,net/minecraft/shared
Tuple,net/minecraft/shared
Vec3,net/minecraft/shared
Vec3Pool,net/minecraft/shared
Village,net/minecraft/shared
VillageAgressor,net/minecraft/shared
VillageCollection,net/minecraft/shared
VillageDoorInfo,net/minecraft/shared
VillageSiege,net/minecraft/shared
WatchableObject,net/minecraft/shared
WeightedRandom,net/minecraft/shared
WeightedRandomChestContent,net/minecraft/shared
WeightedRandomItem,net/minecraft/shared
World,net/minecraft/shared
WorldChunkManager,net/minecraft/shared
WorldChunkManagerHell,net/minecraft/shared
WorldGenBigMushroom,net/minecraft/shared
WorldGenBigTree,net/minecraft/shared
WorldGenCactus,net/minecraft/shared
WorldGenClay,net/minecraft/shared
WorldGenDeadBush,net/minecraft/shared
WorldGenDesertWells,net/minecraft/shared
WorldGenDungeons,net/minecraft/shared
WorldGenerator,net/minecraft/shared
WorldGeneratorBonusChest,net/minecraft/shared
WorldGenFire,net/minecraft/shared
WorldGenFlowers,net/minecraft/shared
WorldGenForest,net/minecraft/shared
WorldGenGlowStone1,net/minecraft/shared
WorldGenGlowStone2,net/minecraft/shared
WorldGenHellLava,net/minecraft/shared
WorldGenHugeTrees,net/minecraft/shared
WorldGenLakes,net/minecraft/shared
WorldGenLiquids,net/minecraft/shared
WorldGenMinable,net/minecraft/shared
WorldGenPumpkin,net/minecraft/shared
WorldGenReed,net/minecraft/shared
WorldGenSand,net/minecraft/shared
WorldGenShrub,net/minecraft/shared
WorldGenSpikes,net/minecraft/shared
WorldGenSwamp,net/minecraft/shared
WorldGenTaiga1,net/minecraft/shared
WorldGenTaiga2,net/minecraft/shared
WorldGenTallGrass,net/minecraft/shared
WorldGenTrees,net/minecraft/shared
WorldGenVines,net/minecraft/shared
WorldGenWaterlily,net/minecraft/shared
WorldInfo,net/minecraft/shared
WorldManager,net/minecraft/shared
WorldProvider,net/minecraft/shared
WorldProviderEnd,net/minecraft/shared
WorldProviderHell,net/minecraft/shared
WorldProviderSurface,net/minecraft/shared
WorldSavedData,net/minecraft/shared
WorldServer,net/minecraft/shared
WorldServerMulti,net/minecraft/shared
WorldSettings,net/minecraft/shared
WorldType,net/minecraft/shared
WrongUsageException,net/minecraft/shared
