searge,name,side,desc
func_72321_a,addCoord,2,"Adds the coordinates to the bounding box extending it if the point lies outside the current ranges. Args: x, y, z"
func_72322_c,calculateZOffset,2,"if instance and the argument bounding boxes overlap in the Y and X dimensions, calculate the offset between them in the Z dimension.  return var2 if the bounding boxes do not overlap or if var2 is closer to 0 then the calculated offset.  Otherwise return the calculated offset."
func_72323_b,calculateYOffset,2,"if instance and the argument bounding boxes overlap in the X and Z dimensions, calculate the offset between them in the Y dimension.  return var2 if the bounding boxes do not overlap or if var2 is closer to 0 then the calculated offset.  Otherwise return the calculated offset."
func_72324_b,setBounds,2,"Sets the bounds of the bounding box. Args: minX, minY, minZ, maxX, maxY, maxZ"
func_72325_c,getOffsetBoundingBox,2,"Returns a bounding box offseted by the specified vector (if negative numbers are given it will shrink). Args: x, y, z"
func_72326_a,intersectsWith,2,Returns whether the given bounding box intersects with this one. Args: axisAlignedBB
func_72327_a,calculateIntercept,2,
func_72328_c,setBB,2,Sets the bounding box to the same bounds as the bounding box passed in. Args: axisAlignedBB
func_72329_c,copy,2,Returns a copy of the bounding box.
func_72330_a,getBoundingBox,2,"Returns a bounding box with the specified bounds. Args: minX, minY, minZ, maxX, maxY, maxZ"
func_72331_e,contract,2,Returns a bounding box that is inset by the specified amounts
func_72332_a,getAABBPool,2,Gets the ThreadLocal AABBPool
func_72333_b,isVecInYZ,2,Checks if the specified vector is within the YZ dimensions of the bounding box. Args: Vec3D
func_72343_a,clear,2,Will truncate the array everyN clears to the maximum size observed since the last truncation.
func_72344_b,clearAndFreeCache,0,
func_72345_a,getVecFromPool,2,"extends the pool if all vecs are currently ""out"""
func_72352_l,getMaxPlayers,2,Returns the maximum number of players allowed on the server.
func_72353_e,isPlayerOpped,2,"Returns true if the specified player is opped, even if they're currently offline."
func_72354_b,updateTimeAndWeatherForPlayer,2,Updates the time and weather for the given player to those of the given world
func_72355_a,initializeConnectionToPlayer,2,
func_72356_a,transferPlayerToDimension,2,
func_72357_a,setGameType,0,
func_72358_d,updatePlayerPertinentChunks,2,Update which chunks the player needs info on.
func_72359_h,addToWhiteList,2,Add the specified player to the white list.
func_72360_c,removeOp,2,"This removes a username from the ops list, then saves the op list"
func_72361_f,getPlayerForUsername,2,
func_72362_j,loadWhiteList,2,"Either does nothing, or calls readWhiteList."
func_72363_f,getBannedIPs,2,
func_72364_a,setPlayerManager,2,Sets the NBT manager to the one for the WorldServer given.
func_72365_p,getServerInstance,2,
func_72367_e,playerLoggedOut,2,Called when a player disconnects from the game. Writes player data to disk and removes them from the world.
func_72368_a,respawnPlayer,2,"creates and returns a respawned player based on the provided PlayerEntity. Args are the PlayerEntityMP to respawn, an INT for the dimension to respawn into (usually 0), and a boolean value that is true if the player beat the game rather than dying"
func_72369_d,getAllUsernames,2,Returns an array of the usernames of all the connected players.
func_72370_d,isAllowedToLogin,2,Determine if the player is allowed to connect based on current server settings.
func_72371_a,setWhiteListEnabled,2,
func_72372_a,getEntityViewDistance,2,
func_72373_m,getAvailablePlayerDat,2,Returns an array of usernames for which player.dat exists for.
func_72374_b,sendPlayerInfoToAllPlayers,2,"sends 1 player per tick, but only sends a player once every 600 ticks"
func_72376_i,getOps,2,
func_72377_c,playerLoggedIn,2,Called when a player successfully logs in. Reads player data from disk and inserts the player into the world.
func_72378_q,getHostPlayerData,2,"On integrated servers, returns the host's player data to be written to level.dat."
func_72379_i,removeFromWhitelist,2,Remove the specified player from the whitelist.
func_72380_a,readPlayerDataFromFile,2,called during player login. reads the player information from disk.
func_72382_j,getPlayerList,2,
func_72383_n,isWhiteListEnabled,1,
func_72385_f,syncPlayerInventory,2,sends the players inventory to himself
func_72386_b,addOp,2,"This adds a username to the ops list, then saves the op list"
func_72387_b,setCommandsAllowedForAll,0,Sets whether all players are allowed to use commands (cheats) on the server.
func_72388_h,getWhiteListedPlayers,2,Returns the whitelisted players.
func_72389_g,saveAllPlayerData,2,Saves all of the players' current states.
func_72390_e,getBannedPlayers,2,
func_72391_b,writePlayerData,2,also stores the NBTTags if this is an intergratedPlayerList
func_72392_r,removeAllPlayers,2,"Kicks everyone with ""Server closed"" as reason."
func_72394_k,getCurrentPlayerCount,2,Returns the number of players currently on the server.
func_72395_o,getViewDistance,2,Gets the View Distance.
func_72398_c,getPlayerListAsString,2,returns a string containing a comma-seperated list of player names
func_72417_t,loadOpsList,1,
func_72418_v,readWhiteList,1,
func_72419_u,saveOpsList,1,
func_72421_w,saveWhiteList,1,
func_72429_b,getIntermediateWithXValue,2,"Returns a new vector with x value equal to the second parameter, along the line between this vector and the passed in vector, or null if not possible."
func_72430_b,dotProduct,2,
func_72431_c,crossProduct,0,Returns a new vector with the result of this vector x the specified vector.
func_72432_b,normalize,2,Normalizes the vector to a length of 1 (except if it is the zero vector)
func_72433_c,lengthVector,2,Returns the length of the vector.
func_72434_d,getIntermediateWithZValue,2,"Returns a new vector with z value equal to the second parameter, along the line between this vector and the passed in vector, or null if not possible."
func_72435_c,getIntermediateWithYValue,2,"Returns a new vector with y value equal to the second parameter, along the line between this vector and the passed in vector, or null if not possible."
func_72436_e,squareDistanceTo,2,The square of the Euclidean distance between this and the specified vector.
func_72438_d,distanceTo,2,"Euclidean distance between this and the specified vector, returned as double."
func_72439_b,setComponents,2,"Sets the x,y,z components of the vector as specified."
func_72440_a,rotateAroundX,2,Rotates the vector around the x axis by the specified angle.
func_72441_c,addVector,2,"Adds the specified x,y,z vector components to this vector and returns the resulting vector. Does not change this vector."
func_72442_b,rotateAroundY,2,Rotates the vector around the y axis by the specified angle.
func_72443_a,createVectorHelper,2,"Static method for creating a new Vec3D given the three x,y,z values. This is only called from the other static method which creates and places it in the list."
func_72444_a,subtract,0,Returns a new vector with the result of the specified vector minus this.
func_72445_d,squareDistanceTo,2,"The square of the Euclidean distance between this and the vector of x,y,z components passed in."
func_72446_c,rotateAroundZ,0,Rotates the vector around the z axis by the specified angle.
func_72591_c,getRequestId,1,Returns the request ID provided by the client.
func_72592_a,getRandomChallenge,1,Returns the random challenge number assigned to this auth
func_72593_a,hasExpired,1,"Returns true if the auth's creation timestamp is less than the given time, otherwise false"
func_72594_b,getChallengeValue,1,Returns the auth challenge value
func_72601_a,registerSocket,1,Registers a DatagramSocket with this thread
func_72602_a,startThread,1,Creates a new Thread object from this class and starts running
func_72603_d,getNumberOfPlayers,1,Returns the number of players on the server
func_72604_a,closeSocket,1,Closes the specified DatagramSocket
func_72605_a,closeServerSocket_do,1,Closes the specified ServerSocket
func_72606_c,logWarning,1,Log warning message
func_72607_a,logDebug,1,Log debug message
func_72608_b,closeServerSocket,1,Closes the specified ServerSocket
func_72609_b,logInfo,1,Log information message
func_72610_d,logSevere,1,Log severe error message
func_72611_e,closeAllSockets,1,Closes all of the opened sockets
func_72612_a,closeAllSockets_do,1,Closes all of the opened sockets
func_72613_c,isRunning,1,"Returns true if the Thread is running, false otherwise"
func_72620_a,sendResponsePacket,1,Sends a byte array as a DatagramPacket response to the client who sent the given DatagramPacket
func_72621_a,parseIncomingPacket,1,"Parses an incoming DatagramPacket, returning true if the packet was valid"
func_72622_d,sendAuthChallenge,1,Sends an auth challenge DatagramPacket to the client and adds the client to the queryClients map
func_72623_a,stopWithException,1,Stops the query server and reports the given Exception
func_72624_b,createQueryResponse,1,Creates a query response as a byte array for the specified query DatagramPacket
func_72625_a,getRequestID,1,Returns the request ID provided by the authorized client
func_72626_g,initQuerySystem,1,Initializes the query system by binding it to a port
func_72627_c,verifyClientAuth,1,"Returns true if the client has a valid auth, otherwise false"
func_72628_f,cleanQueryClientsMap,1,Removes all clients whose auth is no longer valid
func_72645_g,cleanClientThreadsMap,1,Cleans up the clientThreads map by removing client Threads that are not running
func_72646_f,initClientThreadList,1,
func_72653_g,closeSocket,1,Closes the client socket
func_72654_a,sendResponse,1,Sends the given response message to the client
func_72655_a,sendMultipacketResponse,1,Splits the response message into individual packets and sends each one
func_72656_f,sendLoginFailedResponse,1,Sends the standard RCon 'authorization failed' response packet
func_72661_a,getBytesAsString,1,Read a null-terminated string from the given byte array
func_72662_b,getRemainingBytesAsLEInt,1,Read 4 bytes from the
func_72663_a,getByteAsHexString,1,Returns a String representation of the byte in hexadecimal format
func_72664_c,getBytesAsBEint,1,Read 4 bytes from the given array in big-endian format and return them as an int
func_72665_b,getBytesAsLEInt,1,Read 4 bytes from the given array in little-endian format and return them as an int
func_72667_a,writeInt,1,Writes the given int to the output stream
func_72668_a,writeShort,1,Writes the given short to the output stream
func_72669_b,reset,1,Resets the byte array output.
func_72670_a,writeByteArray,1,Writes the given byte array to the output stream
func_72671_a,writeString,1,Writes the given String to the output stream
func_72672_a,toByteArray,1,Returns the contents of the output stream as a byte array
func_72682_c,getChunkWatchersWithPlayers,2,
func_72683_a,addPlayer,2,Adds an EntityPlayerMP to the PlayerManager.
func_72684_a,overlaps,2,"Determine if two rectangles centered at the given points overlap for the provided radius. Arguments: x1, z1, x2, z2, radius."
func_72685_d,updatePlayerPertinentChunks,2,Update which chunks the player needs info on.
func_72686_a,getFurthestViewableBlock,2,Get the furthest viewable block given player's view distance
func_72688_a,getWorldServer,2,
func_72689_b,getChunkWatchers,2,
func_72690_a,getOrCreateChunkWatcher,2,
func_72691_b,filterChunkLoadQueue,2,Removes all chunks from the given player's chunk load queue that are not in viewing range of the player.
func_72692_a,getWorldServer,2,
func_72693_b,updatePlayerInstances,2,updates all the player instances that need to be updated
func_72694_a,isPlayerWatchingChunk,2,
func_72695_c,removePlayer,2,Removes an EntityPlayerMP from the PlayerManager.
func_72702_a,playRecord,2,"Plays the specified record. Arg: recordName, x, y, z"
func_72703_a,onEntityCreate,2,"Called on all IWorldAccesses when an entity is created or loaded. On client worlds, starts downloading any necessary textures. On server worlds, adds the entity to the entity tracker."
func_72704_a,playSound,2,"Plays the specified sound. Arg: soundName, x, y, z, volume, pitch"
func_72706_a,playAuxSFX,2,"Plays a pre-canned sound effect along with potentially auxiliary data-driven one-shot behaviour (particles, etc)."
func_72708_a,spawnParticle,2,"Spawns a particle. Arg: particleType, x, y, z, velX, velY, velZ"
func_72709_b,onEntityDestroy,2,"Called on all IWorldAccesses when an entity is unloaded or destroyed. On client worlds, releases any downloaded textures. On server worlds, removes the entity from the entity tracker."
func_72712_a,loadRenderers,0,Loads all the renderers and sets up the basic settings usage
func_72714_a,renderSky,0,Renders the sky with the partial tick time. Args: partialTickTime
func_72716_a,updateRenderers,0,Updates some of the renderers sorted by distance from the player
func_72717_a,drawBlockDamageTexture,0,
func_72718_b,renderClouds,0,
func_72719_a,sortAndRender,0,"Sorts all renderers based on the passed in entity. Args: entityLiving, renderPass, partialTickTime"
func_72720_a,checkOcclusionQueryResult,0,
func_72721_a,hasCloudFog,0,Checks if the given position is to be rendered with cloud fog
func_72722_c,markRenderersForNewPosition,0,Goes through all the renderers setting new positions on them and those that have their position changed are adding to be updated
func_72723_d,getDebugInfoEntities,0,Gets the entities info for use on the Debug screen
func_72724_a,renderSortedRenderers,0,"Renders the sorted renders for the specified render pass. Args: startRenderer, numRenderers, renderPass, partialTickTime"
func_72725_b,markBlocksForUpdate,0,Marks the blocks in the given range for update
func_72726_b,doSpawnParticle,0,"Spawns a particle. Arg: particleType, x, y, z, velX, velY, velZ"
func_72728_f,deleteAllDisplayLists,0,Deletes all display lists
func_72729_a,clipRenderersByFrustum,0,"Checks all renderers that previously weren't in the frustum and 1/16th of those that previously were in the frustum for frustum clipping Args: frustum, partialTickTime"
func_72730_g,renderStars,0,
func_72731_b,drawSelectionBox,0,"Draws the selection box for the player. Args: entityPlayer, rayTraceHit, i, itemStack, partialTickTime"
func_72732_a,setWorldAndLoadRenderers,0,set null to clear
func_72733_a,renderAllRenderLists,0,Render all render lists
func_72734_e,updateClouds,0,
func_72735_c,getDebugInfoRenders,0,Gets the render info for use on the Debug screen
func_72736_c,renderCloudsFancy,0,Renders the 3d fancy clouds
func_72785_a,addEntityToTracker,2,
func_72786_a,addEntityToTracker,2,"if entity is a player sends all tracked events to the player, otherwise, adds with a visibility and update arate based on the class type"
func_72787_a,removePlayerFromTrackers,2,
func_72788_a,updateTrackedEntities,2,
func_72790_b,removeEntityFromAllTrackingPlayers,2,
func_72791_a,addEntityToTracker,2,
func_72800_K,getHeight,2,Returns current world height.
func_72801_o,getLightBrightness,2,"Returns how bright the block is shown as which is the block's light value looked up in a lookup table (light values aren't linear for brightness). Args: x, y, z"
func_72802_i,getLightBrightnessForSkyBlocks,0,Any Light rendered on a 1.8 Block goes through here
func_72805_g,getBlockMetadata,2,"Returns the block metadata at coords x,y,z"
func_72806_N,extendedLevelsInChunkCache,0,set by !chunk.getAreLevelsEmpty
func_72807_a,getBiomeGenForCoords,2,Gets the biome for a given set of x/z coordinates
func_72810_a,getSkyBlockTypeBrightness,0,Brightness for SkyBlock.Sky is clear white and (through color computing it is assumed) DEPENDENT ON DAYTIME. Brightness for SkyBlock.Block is yellowish and independent.
func_72812_b,getSpecialBlockBrightness,0,is only used on stairs and tilled fields
func_72819_i,getWeightedThunderStrength,2,
func_72820_D,getWorldTime,2,
func_72823_a,setItemData,2,"Assigns the given String id to the given MapDataBase using the MapStorage, removing any existing ones of the same id."
func_72824_f,getCloudColour,0,
func_72825_h,getTopSolidOrLiquidBlock,2,"Finds the highest block on the x, z coordinate that is solid and returns its y coord. Args x, z"
func_72826_c,getCelestialAngle,2,calls calculateCelestialAngle
func_72827_u,getProviderName,0,"Returns the name of the current chunk provider, by calling chunkprovider.makeString()"
func_72828_b,unloadEntities,2,Adds a list of entities to be unloaded on the next pass of World.updateEntities()
func_72829_c,checkBlockCollision,2,Returns true if there are any blocks in the region constrained by an AxisAlignedBB
func_72830_b,isAABBInMaterial,2,checks if the given AABB is in the material given. Used while swimming.
func_72833_a,getSkyColor,0,Calculates the color for the skybox
func_72834_c,canBlockFreeze,2,"checks to see if a given block is both water, and cold enough to freeze - if the par4 boolean is set, this will only return true if there is a non-water block immediately adjacent to the specified block"
func_72835_b,tick,2,Runs a single tick for the world
func_72838_d,spawnEntityInWorld,2,Called to place all entities as part of a world
func_72839_b,getEntitiesWithinAABBExcludingEntity,2,"Will get all entities within the specified AABB excluding the one passed into it. Args: entityToExclude, aabb"
func_72841_b,getUniqueDataId,2,Returns an unique new data id from the MapStorage for the given prefix and saves the idCounts map to the 'idcounts' file.
func_72842_a,getBlockDensity,2,"Gets the percentage of real blocks within within a bounding box, along a specified vector."
func_72843_D,setRandomSeed,2,puts the World Random seed to a specific state dependant on the inputs
func_72844_a,getEntityPathToXYZ,2,
func_72846_b,getClosestVulnerablePlayer,2,"Returns the closest vulnerable player within the given radius, or null if none is found."
func_72847_b,onEntityRemoved,2,
func_72848_b,removeWorldAccess,0,Removes a worldAccess from the worldAccesses object
func_72849_a,getBlockLightValue_do,2,"Gets the light value of a block location. This is the actual function that gets the value and has a bool flag that indicates if its a half step block to get the maximum light value of a direct neighboring block (left, right, forward, back, and up)"
func_72850_v,isBlockFreezableNaturally,2,checks to see if a given block is both water and has at least one immediately adjacent non-water block
func_72853_d,getMoonPhase,0,
func_72854_c,updateAllPlayersSleepingFlag,2,Updates the flag that indicates whether or not all players in the world are sleeping.
func_72855_b,checkNoEntityCollision,2,"Returns true if there are no solid, live entities in the specified AxisAlignedBB"
func_72856_b,getClosestVulnerablePlayerToEntity,2,"Returns the closest vulnerable player to this entity within the given radius, or null if none is found"
func_72857_a,findNearestEntityWithinAABB,2,
func_72860_G,getSaveHandler,2,Returns this world's current save handler
func_72861_E,getSpawnPoint,2,Returns the coordinates of the spawn point
func_72863_F,getChunkProvider,2,gets the IChunkProvider this world uses.
func_72864_z,isBlockIndirectlyGettingPowered,2,"Used to see if one of the blocks next to you or your block is getting power from a neighboring block. Used by items like TNT or Doors so they don't have redstone going straight into them.  Args: x, y, z"
func_72865_a,getPathEntityToEntity,2,
func_72866_a,updateEntityWithOptionalForce,2,"Will update the entity in the world if the chunk the entity is in is currently loaded or its forced to update. Args: entity, forceUpdate"
func_72867_j,getRainStrength,2,Not sure about this actually. Reverting this one myself.
func_72868_a,addLoadedEntities,2,"adds entities to the loaded entities list, and loads thier skins."
func_72869_a,spawnParticle,2,"Spawns a particle.  Args particleName, x, y, z, velX, velY, velZ"
func_72870_g,updateEntity,2,Will update the entity in the world if the chunk the entity is in is currently loaded. Args: entity
func_72872_a,getEntitiesWithinAABB,2,"Returns all entities of the specified class type which intersect with the AABB. Args: entityClass, aabb"
func_72873_a,doChunksNearChunkExist,2,Checks if any of the chunks within distance (argument 4) blocks of the given block exist
func_72874_g,getPrecipitationHeight,2,Gets the height to which rain/snow will fall. Calculates it if not already stored.
func_72875_a,isMaterialInBB,2,Returns true if the given bounding box contains the given material
func_72876_a,createExplosion,2,"Creates an explosion. Args: entity, x, y, z, strength"
func_72877_b,setWorldTime,2,Sets the world time.
func_72878_l,getIndirectPowerLevelTo,2,"Gets the power level from a certain block face.  Args: x, y, z, direction"
func_72879_k,isBlockProvidingPowerTo,2,"Is this block powering in the specified direction Args: x, y, z, direction"
func_72880_h,getStarBrightness,0,How bright are stars in the sky
func_72882_A,sendQuittingDisconnectingPacket,0,"If on MP, sends a quitting packet."
func_72883_k,getFullBlockLightValue,2,Does the same as getBlockLightValue_do but without checking if its not a normal block
func_72884_u,isBlockFreezable,2,checks to see if a given block is both water and is cold enough to freeze
func_72885_a,newExplosion,2,returns a new explosion. Does initiation (at time of writing Explosion is not finished)
func_72886_a,extinguishFire,2,"If the block in the given direction of the given coordinate is fire, extinguish it. Args: Player, X,Y,Z, blockDirection"
func_72889_a,playAuxSFXAtEntity,2,See description for playAuxSFX.
func_72890_a,getClosestPlayerToEntity,2,"Gets the closest player to the entity within the specified distance (if distance is less than 0 then ignored). Args: entity, dist"
func_72891_a,setAllowedSpawnTypes,2,Set which types of mobs are allowed to spawn (peaceful vs hostile).
func_72894_k,setRainStrength,0,Sets the strength of the rain.
func_72896_J,isRaining,2,Returns true if the current rain strength is greater than 0.2
func_72897_h,joinEntityInSurroundings,0,spwans an entity and loads surrounding chunks
func_72899_e,blockExists,2,"Returns whether a block exists at world coordinates x, y, z"
func_72900_e,removeEntity,2,Schedule the entity for removal during the next tick. Marks the entity dead in anticipation.
func_72901_a,rayTraceBlocks,2,"Performs a raycast against all blocks in the world, and optionally liquids."
func_72903_x,setActivePlayerChunksAndCheckLight,2,
func_72904_c,checkChunksExist,2,"Checks between a min and max all the chunks inbetween actually exist. Args: minX, minY, minZ, maxX, maxY, maxZ"
func_72905_C,getSeed,2,Retrieve the world seed from level.dat
func_72906_B,checkSessionLock,2,Checks whether the session lock file was modified by another process
func_72907_a,countEntities,2,Counts how many entities of an entity class exist in the world. Args: entityClass
func_72908_a,playSoundEffect,2,"Play a sound effect. Many many parameters for this function. Not sure what they do, but a classic call is : (double)i + 0.5D, (double)j + 0.5D, (double)k + 0.5D, 'random.door_open', 1.0F, world.rand.nextFloat() * 0.1F + 0.9F with i,j,k position of the block."
func_72910_y,getLoadedEntityList,0,Accessor for world Loaded Entity List
func_72911_I,isThundering,2,Returns true if the current thunder strength (weighted with the rain strength) is greater than 0.9
func_72912_H,getWorldInfo,2,Gets the World's WorldInfo instance
func_72914_a,addWorldInfoToCrashReport,2,Adds some basic stats of the world to the given crash report.
func_72915_b,setLightValue,2,"Sets the light value either into the sky map or block map depending on if enumSkyBlock is set to sky or block. Args: enumSkyBlock, x, y, z, lightValue"
func_72916_c,chunkExists,2,"Returns whether a chunk exists at chunk coordinates x, y"
func_72917_a,checkNoEntityCollision,2,"Returns true if there are no solid, live entities in the specified AxisAlignedBB, excluding the given entity"
func_72918_a,handleMaterialAcceleration,2,handles the acceleration of an object whilst in water. Not sure if it is used elsewhere.
func_72919_O,getHorizon,0,Returns horizon height for use in rendering the sky.
func_72920_a,getPendingBlockUpdates,2,
func_72921_c,setBlockMetadataWithNotify,2,"Sets the blocks metadata and if set will then notify blocks that this block changed, depending on the flag. Args: x, y, z, metadata, flag. See setBlock for flag description"
func_72923_a,onEntityAdded,2,
func_72924_a,getPlayerEntityByName,2,Find a player by name in this world.
func_72925_a,getSkyBlockTypeBrightness,0,Brightness for SkyBlock.Sky is clear white and (through color computing it is assumed) DEPENDENT ON DAYTIME. Brightness for SkyBlock.Block is yellowish and independent.
func_72926_e,playAuxSFX,2,See description for func_72706_a.
func_72929_e,getCelestialAngleRadians,2,Return getCelestialAngle()*2*PI
func_72933_a,rayTraceBlocks,2,Performs a raycast against all blocks in the world except liquids.
func_72934_a,playRecord,2,"Plays a record at the specified coordinates of the specified name. Args: recordName, x, y, z"
func_72935_r,isDaytime,2,Checks whether its daytime by seeing if the light subtracted from the skylight is less than 4
func_72937_j,canBlockSeeTheSky,2,Checks if the specified block is able to see the sky
func_72938_d,getChunkFromBlockCoords,2,"Returns a chunk looked up by block coordinates. Args: x, z"
func_72939_s,updateEntities,2,Updates (and cleans up) entities and tile entities
func_72940_L,getActualHeight,2,Returns current world height.
func_72942_c,addWeatherEffect,2,adds a lightning bolt to the list of lightning bolts in this world.
func_72943_a,loadItemData,2,"Loads an existing MapDataBase corresponding to the given String id from disk using the MapStorage, instantiating the given Class, or returns null if none such file exists. args: Class to instantiate, String dataid"
func_72945_a,getCollidingBoundingBoxes,2,"Returns a list of bounding boxes that collide with aabb excluding the passed in entity's collision. Args: entity, aabb"
func_72947_a,calculateInitialWeather,2,Called from World constructor to set rainingStrength and thunderingStrength
func_72948_g,getFogColor,0,Returns vector(ish) with R/G/B for fog
func_72950_A,setSpawnLocation,2,
func_72951_B,canLightningStrikeAt,2,
func_72953_d,isAnyLiquid,2,Returns if any of the blocks within the aabb are liquids. Args: aabb
func_72954_a,addWorldAccess,2,Adds a IWorldAccess to the list of worldAccesses
func_72955_a,tickUpdates,2,Runs through the list of updates to run and ticks them
func_72956_a,playSoundAtEntity,2,"Plays a sound at the entity's position. Args: entity, sound, volume (relative to 1.0), and frequency (or pitch, also relative to 1.0)."
func_72957_l,getBlockLightValue,2,Gets the light value of a block location
func_72958_C,isBlockHighHumidity,2,"Checks to see if the biome rainfall values for a given x,y,z coordinate set are extremely high"
func_72959_q,getWorldChunkManager,2,
func_72960_a,setEntityState,2,sends a Packet 38 (Entity Status) to all tracked players of that entity
func_72962_a,canMineBlock,2,Called when checking if a certain block can be mined or not. The 'spawn safe zone' check is located here.
func_72963_a,initialize,2,
func_72964_e,getChunkFromChunkCoords,2,"Returns back a chunk looked up by chunk coordinates Args: x, y"
func_72966_v,calculateInitialSkylight,2,Called on construction of the World class to setup the initial skylight values
func_72967_a,calculateSkylightSubtracted,2,Returns the amount of skylight subtracted for the current time
func_72970_h,createChunkProvider,2,Creates the chunk provider for this world. Called in the constructor. Retrieves provider from worldProvider?
func_72971_b,getSunBrightness,0,"Returns the sun brightness - checks time of day, rain and thunder"
func_72972_b,getSavedLightValue,2,Returns saved light value without taking into account the time of day.  Either looks in the sky light map or block light map based on the enumSkyBlock arg.
func_72973_f,removePlayerEntityDangerously,2,Do NOT use this method to remove normal entities- use normal removeEntity
func_72974_f,setSpawnLocation,0,"Sets a new spawn location by finding an uncovered block at a random (x,z) location in the chunk."
func_72975_g,markBlocksDirtyVertical,2,marks a vertical line of blocks as dirty
func_72976_f,getHeightValue,2,"Returns the y coordinate with a block in it at this x, z coordinate"
func_72977_a,getClosestPlayer,2,"Gets the closest player to the point within the specified distance (distance can be set to less than 0 to not limit the distance). Args: x, y, z, dist"
func_72979_l,updateWeather,2,Updates all weather states.
func_72980_b,playSound,2,"par8 is loudness, all pars passed to minecraftInstance.sndManager.playSound"
func_72981_t,getDebugLoadedEntities,0,This string is 'All: (number of loaded entities)' Viewable by press ing F3
func_73022_a,removeAllEntities,0,also releases skins.
func_73025_a,doPreChunk,0,
func_73026_a,getEntityList,0,
func_73027_a,addEntityToWorld,0,Add an ID to Entity mapping to entityHashSet
func_73028_b,removeEntityFromWorld,0,
func_73029_E,doVoidFogParticles,0,
func_73030_b,getEntitySpawnQueue,0,
func_73031_a,invalidateBlockReceiveRegion,0,"Invalidates an AABB region of blocks from the receive queue, in the event that the block has been modified client-side in the intervening 80 receive ticks."
func_73039_n,getEntityTracker,2,Gets the EntityTracker
func_73040_p,getPlayerManager,2,
func_73041_k,flush,2,Syncs all changes to disk and wait for completion.
func_73042_a,saveLevel,2,Saves the chunks to disk.
func_73044_a,saveAllChunks,2,Saves all chunks to disk while updating progress bar.
func_73045_a,getEntityByID,2,"Returns the Entity with the given ID, or null if it doesn't exist in this World."
func_73047_i,createBonusChest,2,Creates the bonus chest in the world.
func_73051_P,resetRainAndThunder,2,
func_73052_b,createSpawnPosition,2,"creates a spawn position at random within 256 blocks of 0,0"
func_73053_d,wakeAllPlayers,2,
func_73054_j,getEntrancePortalLocation,2,Gets the hard-coded portal location to use when entering this dimension.
func_73056_e,areAllPlayersAsleep,2,
func_73057_a,spawnRandomCreature,2,only spawns creatures allowed by the chunkProvider
func_73073_c,cancelDestroyingBlock,2,note: this ignores the pars passed in and continues to destroy the onClickedBlock
func_73074_a,onBlockClicked,2,"if not creative, it calls destroyBlockInWorldPartially untill the block is broken first. par4 is the specific side. tryHarvestBlock can also be the result of this call"
func_73075_a,updateBlockRemoving,2,
func_73076_a,setGameType,2,
func_73077_b,initializeGameType,2,if the gameType is currently NOT_SET then change it to par1
func_73078_a,activateBlockOrUseItem,2,"Activate the clicked on block, otherwise use the held item. Args: player, world, itemStack, x, y, z, side, xOffset, yOffset, zOffset"
func_73079_d,removeBlock,2,Removes a block and triggers the appropriate events
func_73080_a,setWorld,2,Sets the world instance.
func_73081_b,getGameType,2,
func_73082_a,uncheckedTryHarvestBlock,2,
func_73083_d,isCreative,2,Get if we are in creative game mode.
func_73084_b,tryHarvestBlock,2,Attempts to harvest a block at the given coordinate
func_73085_a,tryUseItem,2,Attempts to right-click use an item by the given EntityPlayer in the given World
func_73101_e,sendDemoReminder,2,Sends a message to the player reminding them that this is the demo version
func_73106_e,getPartialBlockDamage,0,
func_73107_a,setPartialBlockDamage,0,"inserts damage value into this partially destroyed Block. -1 causes client renderer to delete it, otherwise ranges from 1 to 10"
func_73108_d,getPartialBlockZ,0,
func_73109_c,getPartialBlockY,0,
func_73110_b,getPartialBlockX,0,
func_73117_b,tryStartWachingThis,2,if the player is more than the distance threshold (typically 64) then the player is removed instead
func_73118_a,removeFromWatchingList,2,
func_73119_a,informAllAssociatedPlayersOfItemDestruction,2,
func_73121_d,isPlayerWatchingThisChunk,2,
func_73122_a,sendLocationToAllClients,2,"also sends velocity, rotation, and riding info."
func_73123_c,removePlayerFromTracker,2,
func_73125_b,sendEventsToPlayers,2,
func_73148_d,makeString,2,Converts the instance data to a readable string.
func_73149_a,chunkExists,2,"Checks to see if a chunk exists at x, y"
func_73151_a,saveChunks,2,"Two modes of operation: if passed true, save all Chunks in one go.  If passed false, save up to two chunks.  Return true if all chunks have been saved."
func_73152_e,getLoadedChunkCount,2,
func_73153_a,populate,2,Populates chunk with ores etc etc
func_73154_d,provideChunk,2,"Will return back a chunk, if it doesn't exist and its not a MP client it will generates all the blocks for the specified chunk from the map seed and chunk seed"
func_73155_a,getPossibleCreatures,2,Returns a list of creatures of the specified type that can spawn at the given location.
func_73156_b,unloadQueuedChunks,2,Unloads chunks that are marked to be unloaded. This is not guaranteed to unload every such chunk.
func_73157_c,canSave,2,Returns if the IChunkProvider supports saving.
func_73158_c,loadChunk,2,loads or generates the chunk at the chunk location specified
func_73164_a,initializeNoiseField,2,"generates a subset of the level's terrain data. Takes 7 arguments: the [empty] noise array, the position, and the size."
func_73187_a,initializeNoiseField,2,"generates a subset of the level's terrain data. Takes 7 arguments: the [empty] noise array, the position, and the size."
