searge,name,side,desc
func_22193_a,createOrLoadRegionFile,0,
func_22194_c,getChunkInputStream,0,"Returns an input stream for the specified chunk. Args: worldDir, chunkX, chunkZ"
func_22196_b,close,0,close this RegionFile and prevent further writes
func_22197_a,debug,0,
func_22198_a,setOffset,0,"args: x, z, offset - sets the chunk's offset in the region file"
func_22199_a,debug,0,
func_221_d,getCollisionBoundingBoxFromPool,0,Returns a bounding box from the pool of bounding boxes (this means this box can change after the pool has been cleared to be reused)
func_22200_a,write,0,"args: sectorNumber, data, length - write the chunk data to this RegionFile"
func_22201_b,debugln,0,
func_22202_c,isChunkSaved,0,"args: x, z, - true if chunk has been saved / converted"
func_22203_a,write,0,"args: x, z, data, length - write chunk data at (x, z) to disk"
func_22204_b,debugln,0,
func_22205_b,getChunkDataOutputStream,0,"args: x, z - get an output stream used to write chunk data, data is on disk when the returned stream is closed"
func_22206_d,outOfBounds,0,"args: x, z - check region bounds"
func_22207_e,getOffset,0,"args: x, y - get chunk's offset in region file"
func_22208_b,setChunkTimestamp,0,"args: x, z, timestamp - sets the chunk's write timestamp"
func_22210_a,getChunkDataInputStream,0,"args: x, y - get uncompressed chunk stream from the region file"
func_22211_a,debug,0,
func_22239_a,overlayBackground,0,Overlays the background to hide scrolled items
func_22240_a,registerScrollButtons,0,Registers the IDs that can be used for the scrollbar's buttons.
func_22241_a,actionPerformed,0,
func_22242_a,drawSlot,0,
func_22243_a,drawScreen,0,"draws the slot to the screen, pass in mouse's current x and y and partial ticks"
func_22244_d,bindAmountScrolled,0,stop the thing from scrolling out of bounds
func_22245_b,getContentHeight,0,return the height of the content being scrolled
func_22246_a,isSelected,0,returns true if the element passed in is currently selected
func_22247_a,elementClicked,0,"the element in the slot that was clicked, boolean for wether it was double clicked or not"
func_22248_c,drawBackground,0,
func_22249_a,getSize,0,Gets the size of the current slot list.
func_22267_a,cacheActiveRenderInfo,0,"Caches several render-related references, including the active World, RenderEngine, FontRenderer, and the camera-bound EntityLiving's interpolated pitch, yaw and position. Args: world, renderengine, fontrenderer, entityliving, partialTickTime"
func_22282_a,stringNullOrLengthZero,0,Tests if a string is null or of length zero
func_22287_a,setWorldName,0,
func_22288_b,getSeed,0,Returns the seed of current world.
func_22289_d,setSaveVersion,0,Sets the save version of the world
func_22290_i,getDimension,0,
func_22291_a,updateTagCompound,0,
func_22292_a,setSpawnPosition,0,"Sets the spawn zone position. Args: x, y, z"
func_22293_c,getSpawnX,0,Returns the x spawn position
func_22294_a,setSpawnX,0,Set the x spawn position to the passed in value
func_22295_d,getSpawnY,0,Return the Y axis spawning point of the player.
func_22296_k,getSaveVersion,0,Returns the save version of this world
func_22298_c,setSpawnZ,0,Set the z spawn position to the passed in value
func_22299_a,getNBTTagCompound,0,Gets the NBTTagCompound for the worldInfo
func_222_c,setHardness,0,Sets how many hits it takes to break a block.
func_22300_e,getSpawnZ,0,Returns the z spawn position
func_22301_l,getLastTimePlayed,0,Return the last time the player was in this world.
func_22302_j,getWorldName,0,Get current world name
func_22303_h,getPlayerNBTTagCompound,0,Returns the player's NBTTagCompound to be loaded
func_22304_f,getWorldTime,0,Get current world time
func_22305_a,getNBTTagCompoundWithPlayers,0,Generates the NBTTagCompound for the world info plus the provided entity list. Arg: entityList
func_22306_g,getSizeOnDisk,0,
func_22307_a,setWorldTime,0,Set current world time
func_22308_b,setSpawnY,0,Sets the y spawn position
func_22309_a,setPlayerNBTTagCompound,0,Sets the player's NBTTagCompound to be loaded.
func_22329_a,makeHash,0,
func_22330_a,renderStandardBlockWithAmbientOcclusion,0,
func_22331_p,renderBlockBed,0,render a bed at the given coordinates
func_22332_q,renderBlockRepeater,0,render a redstone repeater at the given coordinates
func_22393_a,compareChunkCoordinate,0,Compare the coordinate with another coordinate
func_223_g,canBlockStay,0,Can this block stay at this position.  Similar to canPlaceBlockAt except gets checked often with plants.
func_224_a,canCollideCheck,0,"Returns whether this block is collideable based on the arguments passed in Args: blockMetaData, unknownFlag"
func_225_a,blockStrength,0,Defines whether or not a play can break the block with current tool.
func_226_a,onNeighborBlockChange,0,"Lets the block know when one of its neighbor changes. Doesn't know which neighbor changed (coordinates passed are their own) Args: x, y, z, neighbor blockID"
func_227_a,getExplosionResistance,0,Returns how much this block can resist explosions from the passed in entity.
func_228_c,isIndirectlyPoweringTo,0,Is this block indirectly powering the block on the specified side
func_229_a,quantityDropped,0,Returns the quantity of items to drop on block destruction.
func_230_a,getCollidingBoundingBoxes,0,"Adds to the supplied array any colliding bounding boxes with the passed in bounding box. Args: world, x, y, z, axisAlignedBB, arrayList"
func_231_b,isPoweringTo,0,Is this block powering the block on the specified side
func_232_a,getBlockTextureFromSideAndMetadata,0,"From the specified side and block metadata retrieves the blocks texture. Args: side, metadata"
func_233_b,onBlockClicked,0,"Called when the block is clicked by a player. Args: x, y, z, entityPlayer"
func_234_g,getRenderBlockPass,0,Returns which pass should this block be rendered on. 0 for solids and 1 for alpha
func_235_e,onBlockAdded,0,"Called whenever the block is added into the world. Args: world, x, y, z"
func_236_b,onEntityCollidedWithBlock,0,"Triggered whenever an entity collides with this block (enters into the block). Args: world, x, y, z, entity"
func_237_e,setBlockBoundsForItemRender,0,Sets the block's bounds for rendering it as an item
func_238_a,setBlockBoundsBasedOnState,0,"Updates the blocks bounds based on its current state. Args: world, x, y, z"
func_240_a,idDropped,0,Returns the ID of the items to drop on destruction.
func_241_c,getBlockBrightness,0,"How bright to render this block based on the light its receiving. Args: iBlockAccess, x, y, z"
func_242_c,renderAsNormalBlock,0,"If this block doesn't render as an ordinary block it will return False (examples: signs, buttons, stairs, etc)"
func_243_a,canPlaceBlockAt,0,"Checks to see if its valid to put this block at the specified coordinates. Args: world, x, y, z"
func_244_a,isVecInsideYZBounds,0,Checks if a vector is within the Y and Z bounds of the block.
func_245_h,isCollidable,0,"Returns if this block is collidable (only used by Fire). Args: x, y, z"
func_246_f,getSelectedBoundingBoxFromPool,0,Returns the bounding box of the wired rectangular prism to render.
func_247_b,randomDisplayTick,0,A randomly called display update to be able to add particles or other items for display
func_249_b,isVecInsideXZBounds,0,Checks if a vector is within the X and Z bounds of the block.
func_25004_a,getTailRotation,0,
func_25005_a,renderWolf,0,
func_25007_g,isDamageable,0,
func_25008_a,onBlockDestroyed,0,
func_25009_k,getStatName,0,
func_25011_l,getHealAmount,0,
func_25012_m,isWolfsFavoriteMeat,0,Whether wolves like this food (true for raw and cooked porkchop).
func_25016_i,translateBlockName,0,gets the localized version of the name of this block using StatCollector.translateToLocal. Used for the statistic page.
func_25021_m,canTriggerWalking,0,returns if this entity triggers Block.onEntityWalking on the blocks they walk on. used for spiders and wolves to prevent them from trampling crops
func_25023_u,canDespawn,0,"Determines if an entity can be despawned, used on idle far away entities"
func_25026_x,getVerticalFaceSpeed,0,The speed it takes to move the entityliving's rotationPitch through the faceEntity method. This is only currently use in wolves.
func_25027_v,getSlimeSize,0,Returns the size of the slime.
func_25028_d_,isMovementCeased,0,Disables a mob's ability to move on its own while true.
func_25029_a,setPathToEntity,0,sets the Entities walk path in EntityCreature
func_25030_F,getEntityToAttack,0,Returns current entities target
func_25031_E,hasPath,0,Returns true if entity has a path to follow
func_25032_c,setTarget,0,Sets the entity which is to be attacked.
func_25033_c,getInterestedAngle,0,
func_25037_z,getTailRotation,0,
func_25039_v,getWolfShaking,0,
func_25040_C,isAngry,0,Determines whether this wolf is angry or not.
func_25041_c,setAngry,0,Sets whether this wolf is angry or not.
func_25042_a,getShakeAngle,0,
func_25043_b_,getShadingWhileShaking,0,Used when calculating the amount of shading to apply while the wolf is shaking.
func_25055_a,alertWolves,0,"Called when the player attack or gets attacked, it's alert all wolves in the area that are owned by the player to join the attack or defend the player."
func_25056_h,addMovementStat,0,"Adds a value to a movement statistic field - like run, walk, swin or climb."
func_25058_a,addStat,0,Adds a value to a statistic field.
func_25059_P,getSpawnChunk,0,Returns the coordinates to respawn the player based on last bed that the player sleep.
func_25060_a,verifyRespawnCoordinates,0,Ensure that a block enabling respawning exists at the specified coordinates and find an empty space nearby to spawn.
func_25061_a,setSpawnChunk,0,Defines a spawn coordinate to player spawn. Used by bed after the player sleep on it.
func_25063_a,getSpawnableList,0,Returns the correspondent list of the EnumCreatureType informed.
func_25067_a,isAchievement,0,Returns whether or not the StatBase-derived class is a statistic (running counter) or an achievement (one-shot).
func_25068_c,registerStat,0,Register the stat into StatList.
func_25072_b,getItemID,0,
func_25079_b,updateAchievementWindowScale,0,Update the display of the achievement window to match the game window.
func_25080_a,updateAchievementWindow,0,"Updates the small achievement tooltip window, showing a queued achievement if is needed."
func_25087_a,draw,0,
func_25088_a,update,0,
func_25098_c,generateSpawnPoint,0,Finds an initial spawn location upon creating a new world
func_25099_a,getPlayerEntityByName,0,Find a player by name in this world.
func_250_a,blockActivated,0,"Called upon block activation (left or right click on the block.). The three integers represent x,y,z of the block."
func_25100_a,readStat,0,
func_25103_a,setLivingAnimations,0,Used for easily adding entity-dependent animations. The second and third float params here are the same second and third as in the setRotationAngles method.
func_25115_b,getWatchableObjectInt,0,gets a watchable object and returns it as a Integer
func_25116_c,getWatchableObjectString,0,gets a watchable object and returns it as a String
func_25117_b,getRecipeOutput,0,
func_25118_a,handleBed,0,
func_25122_b,renderWithRotation,0,
func_25124_i,removeUnknownBlocks,0,Turns unknown blocks into air blocks to avoid crashing Minecraft.
func_25125_a,update,0,
func_25126_b,setDead,0,
func_25127_a,preUpdate,0,
func_25149_b,initBreakStats,0,
func_25150_a,replaceAllSimilarBlocks,0,Forces all dual blocks to count for each other on the stats list
func_25151_b,initStats,0,
func_25153_a,initMinableStats,0,Initializes statistic fields related to minable items and blocks.
func_25154_a,initBreakableStats,0,Initializes statistic fields related to breakable items and blocks.
func_25155_a,initUsableStats,0,Initializes statistic fields related to usable items and blocks.
func_25156_a,replaceSimilarBlocks,0,"Forces stats for one block to add to another block, such as idle and active furnaces"
func_25157_c,initCraftableStats,0,Initializes statistics related to craftable items. Is only called after both block and item stats have been initialized.
func_25190_a,damageItem,0,Damages the item in the ItemStack
func_25191_a,onDestroyBlock,0,
func_25193_b,getRecipeList,0,returns the List<> of all recipes
func_25194_b,getSmeltingList,0,
func_25199_a,translateToLocalFormatted,0,Translates a Stat name with format args
func_251_c,isVecInsideXYBounds,0,Checks if a vector is within the X and Y bounds of the block.
func_25200_a,translateToLocal,0,Translates a Stat name
func_25208_a,getGuid,0,Returns the unique GUID of a achievement id.
func_252_b,onBlockDestroyedByPlayer,0,"Called right before the block is destroyed by a player.  Args: world, x, y, z, metaData"
func_253_b,setTickRandomly,0,Sets whether this block type will receive random update ticks
func_254_a,onEntityWalking,0,"Called whenever an entity is walking on top of this block. Args: world, x, y, z, entity"
func_255_a,collisionRayTrace,0,"Ray traces through the blocks collision from start vector to end vector returning a ray trace hit. Args: world, x, y, z, startVec, endVec"
func_256_d,setLightOpacity,0,Sets how much light is blocked going through this block. Returns the object for convenience in constructing.
func_257_a,velocityToAddToEntity,0,"Can add to the passed in vector for a movement vector to be applied to the entity. Args: x, y, z, entity, vec3d"
func_258_d,onBlockPlaced,0,"Called when a block is placed using an item. Used often for taking the facing and figuring out how to position the item. Args: x, y, z, facing"
func_259_b_,dropBlockAsItem,0,Drops the specified block items
func_260_c,shouldSideBeRendered,0,"Returns true if the given side of this block type should be rendered, if the adjacent block is at the given coordinates.  Args: blockAccess, x, y, z, side"
func_261_b,canBlockCatchFire,0,"Checks the specified block coordinate to see if it can catch fire.  Args: blockAccess, x, y, z"
func_262_i,getChanceOfNeighborsEncouragingFire,0,Gets the highest chance of a neighbor block encouraging this block to catch fire
func_263_h,canNeighborBurn,0,Returns true if at least one block next to this one can burn.
func_264_a,setBurnRate,0,"Sets the burn rate for a block. The larger abilityToCatchFire the more easily it will catch. The larger chanceToEncourageFire the faster it will burn and spread to other blocks. Args: blockID, chanceToEncourageFire, abilityToCatchFire"
func_265_g,getChanceToEncourageFire,0,"Retrieves a specified block's chance to encourage their neighbors to burn and if the number is greater than the current number passed in it will return its number instead of the passed in one.  Args: world, x, y, z, curChanceToEncourageFire"
func_267_h,checkIfAttachedToBlock,0,"Checks if the block is attached to another block. If it is not, it returns false and drops the block as an item. If it is it returns true."
func_268_h,checkFlowerChange,0,
func_269_b,canThisPlantGrowOnThisBlockID,0,Gets passed in the blockID of the block below and supposed to return true if its allowed to grow on the type of blockID passed in. Args: blockID
func_27002_a,doRenderLightningBolt,0,Actually renders the lightning bolt. This method is called through the doRender method.
func_27003_a,drawItemIntoGui,0,
func_27005_b,inheritRenderPass,0,
func_27009_a,getIconFromDamage,0,Gets an icon index based on an item's damage value
func_27010_f,getColorFromDamage,0,
func_27012_af,isWet,0,Checks if this entity is either in water or on an open air block in rain (used in wolves).
func_27013_ag,isInWater,0,Checks if this entity is inside water (if inWater field is true as a result of handleWaterMovement() returning true)
func_27014_a,onStruckByLightning,0,Called when a lightning bolt hits the entity.
func_27015_a,onKillEntity,0,This method gets called when the entity kills another one.
func_27021_X,despawnEntity,0,Makes the entity despawn if requirements are reached
func_27022_s,getPowered,0,Returns true if the creeper is powered by a lightning bolt.
func_27023_a,isCourseTraversable,0,True if the ghast has an unobstructed line of travel to the waypoint.
func_27024_i,addMountedMovementStat,0,"Adds a value to a mounted movement statistic field - by minecart, boat, or pig."
func_27025_G,isPVPEnabled,0,returns if pvp is enabled or not
func_27026_a,triggerAchievement,0,Will trigger the specified trigger.
func_27027_b,incrementStat,0,Used by NetClientHandler.handleStatistic
func_27032_l,disableStats,0,"Disable statistics for the block, the block will no count for mined or placed."
func_27033_k,getEnableStats,0,Return the state of blocks statistics flags - if the block is counted for mined and placed.
func_27039_a,isPoweredBlockRail,0,Return true if the blocks passed is a power related rail.
func_27040_h,isRailBlockAt,0,"Returns true if the block at the coordinates of world passed is a valid rail block (current is rail, powered or detector)."
func_27041_c,isRailBlock,0,"Return true if the parameter is a blockID for a valid rail block (current is rail, powered or detector)."
func_27042_h,isPowered,0,Returns true if the block is power related rail.
func_27043_a,isRailPassingPower,0,Returns true if the specified rail is passing power to its neighbor
func_27044_a,isNeighborRailPowered,0,"Powered minecart rail is conductive like wire, so check for powered neighbors"
func_27046_f,setStateIfMinecartInteractsWithRail,0,"Update the detector rail power state if a minecart enter, stays or leave the block."
func_27048_a,readString,0,Reads a string from a packet
func_27049_a,writeString,0,Writes a String to the DataOutputStream
func_27058_a,matchesNode,0,
func_27059_b,applyTo,0,
func_27060_a,shortForm,0,
func_27063_c,typeSafeApplyTo,0,
func_27067_a,matchesNode_,0,
func_27068_b,typeSafeApplyTo_,0,
func_27074_a,matchesNode_,0,
func_27075_b,typeSafeApplyTo,0,
func_27076_e,setDisableRain,0,Disable the rain for the biome.
func_27077_d,canSpawnLightningBolt,0,"Return true if the biome supports lightning bolt spawn, either by have the bolts enabled and have rain enabled."
func_27078_c,getEnableSnow,0,Returns true if the biome have snowfall instead a normal rain.
func_27081_j,getDecimalFormat,0,
func_27082_h,initIndependentStat,0,"Initializes the current stat as independent (i.e., lacking prerequisites for being updated) and returns the current instance."
func_27083_i,getNumberFormat,0,
func_27089_a,setIndependent,0,"Indicates whether or not the given achievement or statistic is independent (i.e., lacks prerequisites for being update)."
func_27090_e,getDescription,0,Returns the fully description of the achievement - ready to be displayed on screen.
func_27091_c,registerAchievement,0,"Adds the achievement on the internal list of registered achievements, also, it's check for duplicated id's."
func_27092_a,setStatStringFormatter,0,Defines a string formatter for the achievement.
func_27093_f,getSpecial,0,"Special achievements have a 'spiked' (on normal texture pack) frame, special achievements are the hardest ones to achieve."
func_27094_b,setSpecial,0,"Special achievements have a 'spiked' (on normal texture pack) frame, special achievements are the hardest ones to achieve."
func_27099_b,drawVerticalLine,0,
func_270_i,getGrowthRate,0,"Gets the growth rate for the crop. Setup to encourage rows by halving growth rate if there is diagonals, crops on different sides that aren't opposing, and by adding growth for every crop next to this one (and for crop below this one). Args: x, y, z"
func_27100_a,drawHorizontalLine,0,
func_27101_b,queueAchievementInformation,0,Queue a information about a achievement to be displayed.
func_27102_a,queueTakenAchievement,0,Queue a taken achievement to be displayed.
func_27109_b,genAchievementBackground,0,
func_27127_n,getFontRenderer10,0,there are 11 identical methods like this
func_27128_a,drawSprite,0,Draws a sprite from /gui/slot.png.
func_27129_a,drawGradientRect,0,
func_27130_k,addHeaderButtons,0,Creates the buttons that appear at the top of the Stats GUI.
func_27131_o,getFontRenderer11,0,there are 11 identical methods like this
func_27132_j,getFontRenderer6,0,there are 11 identical methods like this
func_27133_h,getFontRenderer4,0,there are 11 identical methods like this
func_27134_k,getFontRenderer7,0,there are 11 identical methods like this
func_27135_b,drawGradientRect1,0,exactly the same as 27129
func_27136_c,drawSprite,0,Draws a sprite from /gui/slot.png.
func_27137_i,getFontRenderer5,0,there are 11 identical methods like this
func_27138_c,drawItemSprite,0,Draws the item sprite on top of the background sprite.
func_27139_l,getFontRenderer8,0,there are 11 identical methods like this
func_27140_d,getFontRenderer2,0,there are 11 identical methods like this
func_27141_a,getMinecraft,0,
func_27142_c,getStatsFileWriter,0,
func_27143_f,getMinecraft1,0,exactly the same as 27141
func_27144_m,getFontRenderer9,0,there are 11 identical methods like this
func_27145_b,getFontRenderer1,0,there are 11 identical methods like this
func_27146_e,getFontRenderer3,0,there are 11 identical methods like this
func_27147_a,drawButtonBackground,0,Draws a gray box that serves as a button background.
func_27148_a,drawItemSprite,0,Draws the item sprite on top of the background sprite.
func_27149_g,getMinecraft2,0,exactly the same as 27141 and 27143
func_27158_h,setRainStrength,0,
func_27159_a,addWeatherEffect,0,adds a lightning bolt to the list of lightning bolts in this world.
func_27160_B,isThundering,0,Returns true if the current thunder strength (weighted with the rain strength) is greater than 0.9
func_27161_C,isRaining,0,Returns true if the current rain strength is greater than 0.2
func_27162_g,getRainStrength,0,Not sure about this actually. Reverting this one myself.
func_27163_E,calculateInitialWeather,0,Called from World constructor to set rainingStrength and thunderingStrength
func_27164_F,clearWeather,0,Stops all weather effects.
func_27165_m,updateWeather,0,Updates all weather states.
func_27166_f,getWeightedThunderStrength,0,
func_27167_r,canLightningStrikeAt,0,
func_27174_a,windowClick,0,
func_27179_a,writeStats,0,write a whole Map of stats to the statmap
func_27181_b,canUnlockAchievement,0,"Returns true if the parent has been unlocked, or there is no parent"
func_27182_c,syncStats,0,
func_27183_a,hasAchievementUnlocked,0,Returns true if the achievement has been unlocked.
func_27184_a,writeStat,0,
func_27186_a,writeStatToMap,0,
func_27192_a,format,0,Formats a given stat for human consumption.
func_27193_j,falseValue,0,
func_27194_f,startObject,0,
func_27195_b,startDocument,0,
func_27196_i,trueValue,0,
func_27197_e,endArray,0,
func_27198_c,stringValue,0,
func_27199_h,endField,0,
func_271_h,dropTorchIfCantStay,0,"Tests if the block can remain at its current location and will drop as an item if it is unable to stay. Returns True if it can stay and False if it drops. Args: world, x, y, z"
func_27200_d,startArray,0,
func_27201_b,numberValue,0,
func_27202_k,nullValue,0,
func_27203_g,endObject,0,
func_27204_c,endDocument,0,
func_27205_a,startField,0,
func_27206_b,addValue,0,
func_27207_a,addRootNode,0,
func_27208_a,getDocument,0,
func_27211_a,setConnections,0,
func_27213_a,getStringValue,0,Gets a String by navigating the hierarchy below this node.
func_27214_c,getFields,0,return the fields associated with this node
func_27215_d,getElements,0,
func_27216_b,getText,0,
func_27217_b,getArrayNode,0,"Gets a List of JsonNodes, representing a JSON array, by navigating the hierarchy below this node."
func_27218_a,getType,0,
func_27219_a,wrapExceptionsFor,0,
func_27220_a,asList,0,
func_27234_b,buildNode,0,
func_27237_a,withFieldBuilder,0,
func_27240_a,withElement,0,Adds the given element to the array that will be built.
func_27241_a,build,0,
func_27245_a,handleStatistic,0,runs registerPacket on the given Packet200Statistic
func_27246_a,handleWeather,0,Handles weather packet
func_27247_c,isServerHandler,0,determine if it is a server handler
func_27249_e,anArrayBuilder,0,
func_27253_d,anObjectBuilder,0,
func_27277_a,splitStringWidth,0,Returns the width of the wordwrapped String (maximum length is parameter k)
func_27278_a,drawSplitString,0,Splits and draws a String with wordwrap (maximum length is parameter k)
func_27279_a,transferStackInSlot,0,Called to transfer a stack from one inventory to the other eg. when shift clicking.
func_27280_a,slotClick,0,
func_27283_g,isGroundCover,0,"Return whether the material is a form of ground cover, e.g. Snow"
func_27284_f,setGroundCover,0,"Sets the material as a form of ground cover, e.g. Snow"
func_27286_d,renderRainSnow,0,Render rain and snow
func_27289_a,addField,0,
func_27290_a,addNode,0,
func_27300_b,withValue,0,
func_27301_a,aJsonFieldBuilder,0,
func_27302_c,buildValue,0,
func_27304_a,withKey,0,
func_27309_a,aJsonArray,0,
func_27310_a,aJsonNull,0,
func_27311_b,aJsonNumber,0,
func_27312_a,aJsonObject,0,
func_27313_b,aJsonTrue,0,
func_27314_c,aJsonFalse,0,
func_27315_a,aJsonArray,0,
func_27316_a,aJsonString,0,
func_27317_a,commaSeparate,0,
func_27318_b,formatMessage,0,
func_27319_a,jsonNodeDoesNotMatchPathElementsException,0,
func_27324_a,getShortFormFailPath,0,
func_27327_a,format,0,
func_27328_a,formatJsonNode,0,
func_27329_a,format,0,
func_27330_b,getRow,0,
func_27331_a,getColumn,0,
func_27332_a,updateCharacterAndLineCounts,0,
func_27333_c,read,0,
func_27334_a,unread,0,
func_27335_a,uncount,0,
func_27336_b,read,0,
func_27343_a,formatString,0,Formats the strings based on 'IStatStringFormat' interface.
func_27345_a,chainedJsonNodeSelector,0,
func_27352_a,chainOn,0,
func_27355_a,with,0,"Constructs a JsonNodeSelector consisting of this chained with the given JsonNodeSelector. For example, if we have JsonNodeSelectors for the first element of an array, and another that selects the second element of an array, and we chain them together in that order, we will get a selector that works on nested arrays, selecting the second element from an array stored in the first element of a parent array"
func_27356_a,matches,0,Determines whether this JsonNodeSelector can extract a value from the given JsonNode
func_27357_b,getValue,0,
func_27358_a,shortForm,0,
func_27361_a,getOneShotStat,0,
func_27366_a,parse,0,Parse the character stream from the specified Reader into a JsonRootNode object.
func_27367_a,parse,0,Parse the specified JSON String
func_27369_a,getMD5String,0,Gets the MD5 string
func_27374_a,init,0,A stub functions called to make the static initializer for this class run.
func_27393_p,getRainTime,0,Return the number of ticks until rain.
func_27394_b,setRaining,0,Sets whether it is raining or not.
func_27395_f,setRainTime,0,Sets the number of ticks until rain.
func_27396_m,isThundering,0,"Returns true if it is thundering, false otherwise."
func_27397_o,isRaining,0,"Returns true if it is raining, false otherwise."
func_27398_a,setThundering,0,Sets whether it is thundering or not.
func_27399_e,setThunderTime,0,Defines the number of ticks until next thunderbolt.
func_273_a,checkForBurnout,0,
func_27400_n,getThunderTime,0,Returns the number of ticks until next thunderbolt.
func_27407_b,syncStatsFileWithMap,0,
func_27414_e,getUnsentDataFile,0,
func_27416_a,setBusy,0,
func_27417_f,getUnsentTempFile,0,
func_27418_a,beginReceiveStats,0,Attempts to begin receiving stats from the server. Will throw an IllegalStateException if the syncher is already busy.
func_27419_g,getUnsentOldFile,0,
func_27424_a,beginSendStats,0,Attempts to begin sending stats to the server. Will throw an IllegalStateException if the syncher is already busy.
func_27439_a,getEuclideanDistanceTo,0,"Returns the euclidean distance of the chunk coordinate to the x, y, z parameters passed."
func_27448_l,readNextNonWhitespaceChar,0,
func_27449_c,aFieldToken,0,
func_27450_k,hexadecimalNumber,0,
func_27451_b,nonNegativeNumberToken,0,
func_27452_i,stringToken,0,
func_27453_b,objectString,0,
func_27454_g,possibleExponent,0,
func_27455_a,arrayString,0,
func_27456_e,digitString,0,
func_27457_j,escapedStringChar,0,
func_27458_d,digitToken,0,
func_27459_a,numberToken,0,
func_27460_c,nonZeroDigitToken,0,
func_27461_h,possibleSign,0,
func_27462_f,possibleFractionalComponent,0,
func_27463_a,parse,0,
func_27464_d,aJsonValue,0,
func_274_i,isWaterNearby,0,"returns true if there's water nearby (x-4 to x+4, y to y+1, k-4 to k+4)"
func_275_h,isCropsNearby,0,"returns true if there is at least one cropblock nearby (x-1 to x+1, y+1, z-1 to z+1)"
func_279_b,isPowerProviderOrWire,0,"Returns true if the block coordinate passed can provide power, or is a redstone wire."
func_28001_B,startThreadCheckHasPaid,0,
func_28002_e,freeMemory,0,
func_28003_b,onMinecraftCrash,0,
func_28008_a,onUpdate,0,Called each tick as long the item is on a player inventory. Uses by maps to check if is on a player hand and update it's contents.
func_28009_b,onCreated,0,Called when item is crafted/smelted. Used only by maps so far.
func_28011_a,updateMapData,0,
func_28012_a,getMapData,0,
func_28013_a,getMPMapData,0,
func_28014_c,pushOutOfBlocks,0,"Adds velocity to push the entity out of blocks at the specified x, y, z position Args: x, y, z"
func_28018_c,hasItemStack,0,Returns true if the specified ItemStack exists in the inventory.
func_28021_c,getItemIcon,0,Gets the Icon Index of the item currently held
func_28022_b,attackBlockedEntity,0,Used when an entity is close enough to attack but cannot be seen (Creeper de-fuse)
func_28027_d,isBlockTranslucent,0,
func_28028_i,initializeBlock,0,This method is called on a block after all other blocks gets already created. You can use it to reference and configure something on the block that needs the others ones.
func_28029_d,isBlockSolid,0,"Returns Returns true if the given side of this block type should be rendered (if it's solid or not), if the adjacent block is at the given coordinates. Args: blockAccess, x, y, z, side"
func_28030_e,canPlaceBlockOnSide,0,checks to see if you can place this block can be placed on that side of a block: BlockLever overrides
func_28031_n,setRequiresSelfNotify,0,Blocks with this attribute will not notify all near blocks when it's metadata change. The default behavior is always notify every neightbor block when anything changes.
func_28038_b_,ejectRecord,0,Ejects the current record inside of the jukebox.
func_28041_d,isTrapdoorOpen,0,
func_28042_a,onPoweredBlockChange,0,
func_28043_c,setBlockBoundsForBlockRender,0,
func_28061_d,loadChunkFromFile,0,"Attemps to load the chunk from the save file, returns null if the chunk is not available."
func_28062_b,saveChunkData,0,
func_28063_a,saveChunkExtraData,0,
func_28097_b,clearChatMessages,0,Clear all chat messages.
func_28099_a,getBrightness,0,
func_280_h,updateAndPropagateCurrentStrength,0,Sets the strength of the wire current (0-15) for this block based on neighboring blocks and propagates to neighboring redstone wires
func_28100_h,isBlockNormalCube,0,Indicate if a material is a normal solid opaque cube.
func_28101_b,getUniqueDataId,0,Returns an unique new data id from the MapStorage for the given prefix and saves the idCounts map to the 'idcounts' file.
func_28102_a,setItemData,0,"Assigns the given String id to the given MapDataBase using the MapStorage, removing any existing ones of the same id."
func_28103_a,loadItemData,0,"Loads an existing MapDataBase corresponding to the given String id from disk using the MapStorage, instantiating the given Class, or returns null if none such file exists. args: Class to instantiate, String dataid"
func_28104_m,getFullBlockLightValue,0,Does the same as getBlockLightValue_do but without checking if its not a normal block
func_28105_a,rayTraceBlocks_do_do,0,
func_28106_e,playAuxSFX,0,See description for func_28136_a.
func_28107_a,playAuxSFXAtEntity,0,See description for playAuxSFX.
func_28110_c,getTags,0,Returns all the values in the tagMap HashMap.
func_28111_d,getCloudHeight,0,the y level at which clouds are rendered.
func_28112_c,isSkyColored,0,
func_28113_a,getMapFileFromName,0,Gets the file location of the given map
func_28115_a,handleDoorChange,0,
func_28116_a,handleMapData,0,Contains logic for handling packets containing arbitrary unique item data. Currently this is only for maps.
func_28117_a,quitWithPacket,0,
func_28125_a,mergeItemStack,0,merges provided ItemStack with the first avaliable one in the container/player inventory
func_28126_h,isOpaque,0,Indicate if the material is opaque
func_28127_i,setTranslucent,0,Marks the material as translucent
func_28136_a,playAuxSFX,0,"Plays a pre-canned sound effect along with potentially auxiliary data-driven one-shot behaviour (particles, etc)."
func_28138_e,isTerminating,0,Gets whether the Network manager is terminating.
func_28139_a,wakeThreads,0,Wakes reader and writer threads
func_28140_f,getOutputStream,0,
func_28142_c,serverShutdown,0,Shuts down the server. (Only actually used on the server)
func_28147_a,getImageContents,0,
func_28148_b,getImageContentsAndAllocate,0,
func_28149_a,getTextureContents,0,
func_28150_a,createTextureFromBytes,0,
