class,package
DispenserBehaviorArrow,net/minecraft/dispenser
DispenserBehaviorBoat,net/minecraft/dispenser
DispenserBehaviorDye,net/minecraft/dispenser
DispenserBehaviorEgg,net/minecraft/dispenser
DispenserBehaviorEmptyBucket,net/minecraft/dispenser
DispenserBehaviorExperience,net/minecraft/dispenser
DispenserBehaviorFilledBucket,net/minecraft/dispenser
DispenserBehaviorFire,net/minecraft/dispenser
DispenserBehaviorFireball,net/minecraft/dispenser
DispenserBehaviorFireworks,net/minecraft/dispenser
DispenserBehaviorMobEgg,net/minecraft/dispenser
DispenserBehaviorPotion,net/minecraft/dispenser
DispenserBehaviorPotionProjectile,net/minecraft/dispenser
DispenserBehaviorSnowball,net/minecraft/dispenser
DispenserBehaviorTNT,net/minecraft/dispenser
DispenserBehaviors,net/minecraft/dispenser
IBehaviorDispenseItem,net/minecraft/dispenser
IBlockSource,net/minecraft/dispenser
ILocatableSource,net/minecraft/dispenser
ILocation,net/minecraft/dispenser
IPosition,net/minecraft/dispenser
IRegistry,net/minecraft/dispenser
PositionImpl,net/minecraft/dispenser
RegistryDefaulted,net/minecraft/dispenser
RegistrySimple,net/minecraft/dispenser
Empty3,net/minecraft/enchantment
Enchantment,net/minecraft/enchantment
EnchantmentArrowDamage,net/minecraft/enchantment
EnchantmentArrowFire,net/minecraft/enchantment
EnchantmentArrowInfinite,net/minecraft/enchantment
EnchantmentArrowKnockback,net/minecraft/enchantment
EnchantmentDamage,net/minecraft/enchantment
EnchantmentData,net/minecraft/enchantment
EnchantmentDigging,net/minecraft/enchantment
EnchantmentDurability,net/minecraft/enchantment
EnchantmentFireAspect,net/minecraft/enchantment
EnchantmentHelper,net/minecraft/enchantment
EnchantmentKnockback,net/minecraft/enchantment
EnchantmentLootBonus,net/minecraft/enchantment
EnchantmentModifierDamage,net/minecraft/enchantment
EnchantmentModifierLiving,net/minecraft/enchantment
EnchantmentOxygen,net/minecraft/enchantment
EnchantmentProtection,net/minecraft/enchantment
EnchantmentThorns,net/minecraft/enchantment
EnchantmentUntouching,net/minecraft/enchantment
EnchantmentWaterWorker,net/minecraft/enchantment
EnumEnchantmentType,net/minecraft/enchantment
IEnchantmentModifier,net/minecraft/enchantment
CallableEntityName,net/minecraft/entity
CallableEntityTracker,net/minecraft/entity
CallableEntityType,net/minecraft/entity
DataWatcher,net/minecraft/entity
Entity,net/minecraft/entity
EntityAgeable,net/minecraft/entity
EntityBodyHelper,net/minecraft/entity
EntityCreature,net/minecraft/entity
EntityEggInfo,net/minecraft/entity
EntityFlying,net/minecraft/entity
EntityHanging,net/minecraft/entity
EntityLeashKnot,net/minecraft/entity
EntityList,net/minecraft/entity
EntityLiving,net/minecraft/entity
EntityLivingBase,net/minecraft/entity
EntityLivingData,net/minecraft/entity
EntityOwnable,net/minecraft/entity
EntitySelectorArmoredMob,net/minecraft/entity
EntityTracker,net/minecraft/entity
EntityTrackerEntry,net/minecraft/entity
EnumCreatureAttribute,net/minecraft/entity
EnumCreatureType,net/minecraft/entity
EnumEntitySize,net/minecraft/entity
EnumEntitySizeHelper,net/minecraft/entity
IEntityMultiPart,net/minecraft/entity
IMerchant,net/minecraft/entity
INpc,net/minecraft/entity
IProjectile,net/minecraft/entity
IRangedAttackMob,net/minecraft/entity
NpcMerchant,net/minecraft/entity
SharedMonsterAttributes,net/minecraft/entity
SpiderEffectsGroupData,net/minecraft/entity
WatchableObject,net/minecraft/entity
EntityAIArrowAttack,net/minecraft/entity/ai
EntityAIAttackOnCollide,net/minecraft/entity/ai
EntityAIAvoidEntity,net/minecraft/entity/ai
EntityAIAvoidEntitySelector,net/minecraft/entity/ai
EntityAIBase,net/minecraft/entity/ai
EntityAIBeg,net/minecraft/entity/ai
EntityAIBreakDoor,net/minecraft/entity/ai
EntityAIControlledByPlayer,net/minecraft/entity/ai
EntityAICreeperSwell,net/minecraft/entity/ai
EntityAIDefendVillage,net/minecraft/entity/ai
EntityAIDoorInteract,net/minecraft/entity/ai
EntityAIEatGrass,net/minecraft/entity/ai
EntityAIFleeSun,net/minecraft/entity/ai
EntityAIFollowGolem,net/minecraft/entity/ai
EntityAIFollowOwner,net/minecraft/entity/ai
EntityAIFollowParent,net/minecraft/entity/ai
EntityAIHurtByTarget,net/minecraft/entity/ai
EntityAILeapAtTarget,net/minecraft/entity/ai
EntityAILookAtTradePlayer,net/minecraft/entity/ai
EntityAILookAtVillager,net/minecraft/entity/ai
EntityAILookIdle,net/minecraft/entity/ai
EntityAIMate,net/minecraft/entity/ai
EntityAIMoveIndoors,net/minecraft/entity/ai
EntityAIMoveThroughVillage,net/minecraft/entity/ai
EntityAIMoveTowardsRestriction,net/minecraft/entity/ai
EntityAIMoveTowardsTarget,net/minecraft/entity/ai
EntityAINearestAttackableTarget,net/minecraft/entity/ai
EntityAINearestAttackableTargetSelector,net/minecraft/entity/ai
EntityAINearestAttackableTargetSorter,net/minecraft/entity/ai
EntityAIOcelotAttack,net/minecraft/entity/ai
EntityAIOcelotSit,net/minecraft/entity/ai
EntityAIOpenDoor,net/minecraft/entity/ai
EntityAIOwnerHurtByTarget,net/minecraft/entity/ai
EntityAIOwnerHurtTarget,net/minecraft/entity/ai
EntityAIPanic,net/minecraft/entity/ai
EntityAIPlay,net/minecraft/entity/ai
EntityAIRestrictOpenDoor,net/minecraft/entity/ai
EntityAIRestrictSun,net/minecraft/entity/ai
EntityAIRunAroundLikeCrazy,net/minecraft/entity/ai
EntityAISit,net/minecraft/entity/ai
EntityAISwimming,net/minecraft/entity/ai
EntityAITarget,net/minecraft/entity/ai
EntityAITargetNonTamed,net/minecraft/entity/ai
EntityAITaskEntry,net/minecraft/entity/ai
EntityAITasks,net/minecraft/entity/ai
EntityAITempt,net/minecraft/entity/ai
EntityAITradePlayer,net/minecraft/entity/ai
EntityAIVillagerMate,net/minecraft/entity/ai
EntityAIWander,net/minecraft/entity/ai
EntityAIWatchClosest,net/minecraft/entity/ai
EntityAIWatchClosest2,net/minecraft/entity/ai
EntityJumpHelper,net/minecraft/entity/ai
EntityLookHelper,net/minecraft/entity/ai
EntityMinecartMobSpawner,net/minecraft/entity/ai
EntityMinecartMobSpawnerLogic,net/minecraft/entity/ai
EntityMoveHelper,net/minecraft/entity/ai
EntitySenses,net/minecraft/entity/ai
RandomPositionGenerator,net/minecraft/entity/ai
Attribute,net/minecraft/entity/ai/attributes
AttributeInstance,net/minecraft/entity/ai/attributes
AttributeModifier,net/minecraft/entity/ai/attributes
BaseAttribute,net/minecraft/entity/ai/attributes
BaseAttributeMap,net/minecraft/entity/ai/attributes
ModifiableAttributeInstance,net/minecraft/entity/ai/attributes
RangedAttribute,net/minecraft/entity/ai/attributes
ServersideAttributeMap,net/minecraft/entity/ai/attributes
BossStatus,net/minecraft/entity/boss
EntityDragon,net/minecraft/entity/boss
EntityDragonPart,net/minecraft/entity/boss
EntityWither,net/minecraft/entity/boss
EntityWitherAttackFilter,net/minecraft/entity/boss
IBossDisplayData,net/minecraft/entity/boss
EntityLightningBolt,net/minecraft/entity/effect
EntityWeatherEffect,net/minecraft/entity/effect
EntityBoat,net/minecraft/entity/item
EntityEnderCrystal,net/minecraft/entity/item
EntityEnderEye,net/minecraft/entity/item
EntityEnderPearl,net/minecraft/entity/item
EntityExpBottle,net/minecraft/entity/item
EntityFallingSand,net/minecraft/entity/item
EntityFireworkRocket,net/minecraft/entity/item
EntityItem,net/minecraft/entity/item
EntityItemFrame,net/minecraft/entity/item
EntityMinecart,net/minecraft/entity/item
EntityMinecartChest,net/minecraft/entity/item
EntityMinecartContainer,net/minecraft/entity/item
EntityMinecartEmpty,net/minecraft/entity/item
EntityMinecartFurnace,net/minecraft/entity/item
EntityMinecartHopper,net/minecraft/entity/item
EntityMinecartTNT,net/minecraft/entity/item
EntityPainting,net/minecraft/entity/item
EntityTNTPrimed,net/minecraft/entity/item
EntityXPOrb,net/minecraft/entity/item
SoundUpdaterMinecart,net/minecraft/entity/item
EntityBlaze,net/minecraft/entity/monster
EntityCaveSpider,net/minecraft/entity/monster
EntityCreeper,net/minecraft/entity/monster
EntityEnderman,net/minecraft/entity/monster
EntityGhast,net/minecraft/entity/monster
EntityGiantZombie,net/minecraft/entity/monster
EntityGolem,net/minecraft/entity/monster
EntityIronGolem,net/minecraft/entity/monster
EntityMagmaCube,net/minecraft/entity/monster
EntityMob,net/minecraft/entity/monster
EntityPigZombie,net/minecraft/entity/monster
EntitySilverfish,net/minecraft/entity/monster
EntitySkeleton,net/minecraft/entity/monster
EntitySlime,net/minecraft/entity/monster
EntitySnowman,net/minecraft/entity/monster
EntitySpider,net/minecraft/entity/monster
EntityWitch,net/minecraft/entity/monster
EntityZombie,net/minecraft/entity/monster
EntityZombieGroupData,net/minecraft/entity/monster
EntityZombieINNER1,net/minecraft/entity/monster
FilterIMob,net/minecraft/entity/monster
IMob,net/minecraft/entity/monster
ContainerSheep,net/minecraft/entity/passive
EntityAmbientCreature,net/minecraft/entity/passive
EntityAnimal,net/minecraft/entity/passive
EntityBat,net/minecraft/entity/passive
EntityChicken,net/minecraft/entity/passive
EntityCow,net/minecraft/entity/passive
EntityHorse,net/minecraft/entity/passive
EntityHorseBredSelector,net/minecraft/entity/passive
EntityHorseGroupData,net/minecraft/entity/passive
EntityMooshroom,net/minecraft/entity/passive
EntityOcelot,net/minecraft/entity/passive
EntityPig,net/minecraft/entity/passive
EntitySheep,net/minecraft/entity/passive
EntitySquid,net/minecraft/entity/passive
EntityTameable,net/minecraft/entity/passive
EntityVillager,net/minecraft/entity/passive
EntityWaterMob,net/minecraft/entity/passive
EntityWolf,net/minecraft/entity/passive
IAnimals,net/minecraft/entity/passive
CallableItemName,net/minecraft/entity/player
EntityPlayer,net/minecraft/entity/player
EntityPlayerMP,net/minecraft/entity/player
EnumStatus,net/minecraft/entity/player
InventoryPlayer,net/minecraft/entity/player
PlayerCapabilities,net/minecraft/entity/player
EntityArrow,net/minecraft/entity/projectile
EntityEgg,net/minecraft/entity/projectile
EntityFireball,net/minecraft/entity/projectile
EntityFishHook,net/minecraft/entity/projectile
EntityLargeFireball,net/minecraft/entity/projectile
EntityPotion,net/minecraft/entity/projectile
EntitySmallFireball,net/minecraft/entity/projectile
EntitySnowball,net/minecraft/entity/projectile
EntityThrowable,net/minecraft/entity/projectile
EntityWitherSkull,net/minecraft/entity/projectile
AnimalChest,net/minecraft/inventory
Container,net/minecraft/inventory
ContainerBeacon,net/minecraft/inventory
ContainerBrewingStand,net/minecraft/inventory
ContainerChest,net/minecraft/inventory
ContainerDispenser,net/minecraft/inventory
ContainerEnchantment,net/minecraft/inventory
ContainerFurnace,net/minecraft/inventory
ContainerHopper,net/minecraft/inventory
ContainerHorseInventory,net/minecraft/inventory
ContainerHorseInventorySlotArmor,net/minecraft/inventory
ContainerHorseInventorySlotSaddle,net/minecraft/inventory
ContainerMerchant,net/minecraft/inventory
ContainerPlayer,net/minecraft/inventory
ContainerRepair,net/minecraft/inventory
ContainerRepairINNER1,net/minecraft/inventory
ContainerRepairINNER2,net/minecraft/inventory
ContainerWorkbench,net/minecraft/inventory
ICrafting,net/minecraft/inventory
IInvBasic,net/minecraft/inventory
IInventory,net/minecraft/inventory
ISidedInventory,net/minecraft/inventory
InventoryBasic,net/minecraft/inventory
InventoryCraftResult,net/minecraft/inventory
InventoryCrafting,net/minecraft/inventory
InventoryEnderChest,net/minecraft/inventory
InventoryLargeChest,net/minecraft/inventory
InventoryMerchant,net/minecraft/inventory
Slot,net/minecraft/inventory
SlotArmor,net/minecraft/inventory
SlotBeacon,net/minecraft/inventory
SlotBrewingStandIngredient,net/minecraft/inventory
SlotBrewingStandPotion,net/minecraft/inventory
SlotCrafting,net/minecraft/inventory
SlotEnchantment,net/minecraft/inventory
SlotEnchantmentTable,net/minecraft/inventory
SlotFurnace,net/minecraft/inventory
SlotMerchantResult,net/minecraft/inventory
BehaviorDispenseArmor,net/minecraft/item
BehaviorDispenseMinecart,net/minecraft/item
EnumAction,net/minecraft/item
EnumArmorMaterial,net/minecraft/item
EnumRarity,net/minecraft/item
EnumToolMaterial,net/minecraft/item
Item,net/minecraft/item
ItemAnvilBlock,net/minecraft/item
ItemAppleGold,net/minecraft/item
ItemArmor,net/minecraft/item
ItemAxe,net/minecraft/item
ItemBed,net/minecraft/item
ItemBlock,net/minecraft/item
ItemBlockWithMetadata,net/minecraft/item
ItemBoat,net/minecraft/item
ItemBook,net/minecraft/item
ItemBow,net/minecraft/item
ItemBucket,net/minecraft/item
ItemBucketMilk,net/minecraft/item
ItemCarrotOnAStick,net/minecraft/item
ItemCloth,net/minecraft/item
ItemCoal,net/minecraft/item
ItemColored,net/minecraft/item
ItemDoor,net/minecraft/item
ItemDye,net/minecraft/item
ItemEditableBook,net/minecraft/item
ItemEgg,net/minecraft/item
ItemEmptyMap,net/minecraft/item
ItemEnchantedBook,net/minecraft/item
ItemEnderEye,net/minecraft/item
ItemEnderPearl,net/minecraft/item
ItemExpBottle,net/minecraft/item
ItemFireball,net/minecraft/item
ItemFirework,net/minecraft/item
ItemFireworkCharge,net/minecraft/item
ItemFishingRod,net/minecraft/item
ItemFlintAndSteel,net/minecraft/item
ItemFood,net/minecraft/item
ItemGlassBottle,net/minecraft/item
ItemHangingEntity,net/minecraft/item
ItemHoe,net/minecraft/item
ItemInWorldManager,net/minecraft/item
ItemLeash,net/minecraft/item
ItemLeaves,net/minecraft/item
ItemLilyPad,net/minecraft/item
ItemMap,net/minecraft/item
ItemMapBase,net/minecraft/item
ItemMinecart,net/minecraft/item
ItemMonsterPlacer,net/minecraft/item
ItemMultiTextureTile,net/minecraft/item
ItemNameTag,net/minecraft/item
ItemPickaxe,net/minecraft/item
ItemPiston,net/minecraft/item
ItemPotion,net/minecraft/item
ItemRecord,net/minecraft/item
ItemRedstone,net/minecraft/item
ItemReed,net/minecraft/item
ItemSaddle,net/minecraft/item
ItemSeedFood,net/minecraft/item
ItemSeeds,net/minecraft/item
ItemShears,net/minecraft/item
ItemSign,net/minecraft/item
ItemSimpleFoiled,net/minecraft/item
ItemSkull,net/minecraft/item
ItemSlab,net/minecraft/item
ItemSnow,net/minecraft/item
ItemSnowball,net/minecraft/item
ItemSoup,net/minecraft/item
ItemSpade,net/minecraft/item
ItemStack,net/minecraft/item
ItemSword,net/minecraft/item
ItemTool,net/minecraft/item
ItemWritableBook,net/minecraft/item
CraftingManager,net/minecraft/item/crafting
FurnaceRecipes,net/minecraft/item/crafting
IRecipe,net/minecraft/item/crafting
RecipeFireworks,net/minecraft/item/crafting
RecipeSorter,net/minecraft/item/crafting
RecipesArmor,net/minecraft/item/crafting
RecipesArmorDyes,net/minecraft/item/crafting
RecipesCrafting,net/minecraft/item/crafting
RecipesDyes,net/minecraft/item/crafting
RecipesFood,net/minecraft/item/crafting
RecipesIngots,net/minecraft/item/crafting
RecipesMapCloning,net/minecraft/item/crafting
RecipesMapExtending,net/minecraft/item/crafting
RecipesTools,net/minecraft/item/crafting
RecipesWeapons,net/minecraft/item/crafting
ShapedRecipes,net/minecraft/item/crafting
ShapelessRecipes,net/minecraft/item/crafting
ILogAgent,net/minecraft/logging
LogAgent,net/minecraft/logging
LogAgentEmptyAnon,net/minecraft/logging
LogFormatter,net/minecraft/logging
CallableTagCompound1,net/minecraft/nbt
CallableTagCompound2,net/minecraft/nbt
CompressedStreamTools,net/minecraft/nbt
NBTBase,net/minecraft/nbt
NBTTagByte,net/minecraft/nbt
NBTTagByteArray,net/minecraft/nbt
NBTTagCompound,net/minecraft/nbt
NBTTagDouble,net/minecraft/nbt
NBTTagEnd,net/minecraft/nbt
NBTTagFloat,net/minecraft/nbt
NBTTagInt,net/minecraft/nbt
NBTTagIntArray,net/minecraft/nbt
NBTTagList,net/minecraft/nbt
NBTTagLong,net/minecraft/nbt
NBTTagShort,net/minecraft/nbt
NBTTagString,net/minecraft/nbt
CallableConnectionName,net/minecraft/network
CallablePacketClass,net/minecraft/network
CallablePacketID,net/minecraft/network
INetworkManager,net/minecraft/network
MemoryConnection,net/minecraft/network
NetLoginHandler,net/minecraft/network
NetServerHandler,net/minecraft/network
NetworkListenThread,net/minecraft/network
TcpConnection,net/minecraft/network
TcpMasterThread,net/minecraft/network
TcpMonitorThread,net/minecraft/network
TcpReaderThread,net/minecraft/network
TcpWriterThread,net/minecraft/network
ThreadLoginVerifier,net/minecraft/network
NetHandler,net/minecraft/network/packet
Packet,net/minecraft/network/packet
Packet0KeepAlive,net/minecraft/network/packet
Packet100OpenWindow,net/minecraft/network/packet
Packet101CloseWindow,net/minecraft/network/packet
Packet102WindowClick,net/minecraft/network/packet
Packet103SetSlot,net/minecraft/network/packet
Packet104WindowItems,net/minecraft/network/packet
Packet105UpdateProgressbar,net/minecraft/network/packet
Packet106Transaction,net/minecraft/network/packet
Packet107CreativeSetSlot,net/minecraft/network/packet
Packet108EnchantItem,net/minecraft/network/packet
Packet10Flying,net/minecraft/network/packet
Packet11PlayerPosition,net/minecraft/network/packet
Packet12PlayerLook,net/minecraft/network/packet
Packet130UpdateSign,net/minecraft/network/packet
Packet131MapData,net/minecraft/network/packet
Packet132TileEntityData,net/minecraft/network/packet
Packet133TileEditorOpen,net/minecraft/network/packet
Packet13PlayerLookMove,net/minecraft/network/packet
Packet14BlockDig,net/minecraft/network/packet
Packet15Place,net/minecraft/network/packet
Packet16BlockItemSwitch,net/minecraft/network/packet
Packet17Sleep,net/minecraft/network/packet
Packet18Animation,net/minecraft/network/packet
Packet19EntityAction,net/minecraft/network/packet
Packet1Login,net/minecraft/network/packet
Packet200Statistic,net/minecraft/network/packet
Packet201PlayerInfo,net/minecraft/network/packet
Packet202PlayerAbilities,net/minecraft/network/packet
Packet203AutoComplete,net/minecraft/network/packet
Packet204ClientInfo,net/minecraft/network/packet
Packet205ClientCommand,net/minecraft/network/packet
Packet206SetObjective,net/minecraft/network/packet
Packet207SetScore,net/minecraft/network/packet
Packet208SetDisplayObjective,net/minecraft/network/packet
Packet209SetPlayerTeam,net/minecraft/network/packet
Packet20NamedEntitySpawn,net/minecraft/network/packet
Packet22Collect,net/minecraft/network/packet
Packet23VehicleSpawn,net/minecraft/network/packet
Packet24MobSpawn,net/minecraft/network/packet
Packet250CustomPayload,net/minecraft/network/packet
Packet252SharedKey,net/minecraft/network/packet
Packet253ServerAuthData,net/minecraft/network/packet
Packet254ServerPing,net/minecraft/network/packet
Packet255KickDisconnect,net/minecraft/network/packet
Packet25EntityPainting,net/minecraft/network/packet
Packet26EntityExpOrb,net/minecraft/network/packet
Packet27PlayerInput,net/minecraft/network/packet
Packet28EntityVelocity,net/minecraft/network/packet
Packet29DestroyEntity,net/minecraft/network/packet
Packet2ClientProtocol,net/minecraft/network/packet
Packet30Entity,net/minecraft/network/packet
Packet31RelEntityMove,net/minecraft/network/packet
Packet32EntityLook,net/minecraft/network/packet
Packet33RelEntityMoveLook,net/minecraft/network/packet
Packet34EntityTeleport,net/minecraft/network/packet
Packet35EntityHeadRotation,net/minecraft/network/packet
Packet38EntityStatus,net/minecraft/network/packet
Packet39AttachEntity,net/minecraft/network/packet
Packet3Chat,net/minecraft/network/packet
Packet40EntityMetadata,net/minecraft/network/packet
Packet41EntityEffect,net/minecraft/network/packet
Packet42RemoveEntityEffect,net/minecraft/network/packet
Packet43Experience,net/minecraft/network/packet
Packet44UpdateAttributes,net/minecraft/network/packet
Packet44UpdateAttributesSnapshot,net/minecraft/network/packet
Packet4UpdateTime,net/minecraft/network/packet
Packet51MapChunk,net/minecraft/network/packet
Packet51MapChunkData,net/minecraft/network/packet
Packet52MultiBlockChange,net/minecraft/network/packet
Packet53BlockChange,net/minecraft/network/packet
Packet54PlayNoteBlock,net/minecraft/network/packet
Packet55BlockDestroy,net/minecraft/network/packet
Packet56MapChunks,net/minecraft/network/packet
Packet5PlayerInventory,net/minecraft/network/packet
Packet60Explosion,net/minecraft/network/packet
Packet61DoorChange,net/minecraft/network/packet
Packet62LevelSound,net/minecraft/network/packet
Packet63WorldParticles,net/minecraft/network/packet
Packet6SpawnPosition,net/minecraft/network/packet
Packet70GameEvent,net/minecraft/network/packet
Packet71Weather,net/minecraft/network/packet
Packet7UseEntity,net/minecraft/network/packet
Packet8UpdateHealth,net/minecraft/network/packet
Packet9Respawn,net/minecraft/network/packet
PacketCount,net/minecraft/network/packet
IServer,net/minecraft/network/rcon
RConConsoleSource,net/minecraft/network/rcon
RConOutputStream,net/minecraft/network/rcon
RConThreadBase,net/minecraft/network/rcon
RConThreadClient,net/minecraft/network/rcon
RConThreadMain,net/minecraft/network/rcon
RConThreadQuery,net/minecraft/network/rcon
RConThreadQueryAuth,net/minecraft/network/rcon
RConUtils,net/minecraft/network/rcon
Path,net/minecraft/pathfinding
PathEntity,net/minecraft/pathfinding
PathFinder,net/minecraft/pathfinding
PathNavigate,net/minecraft/pathfinding
PathPoint,net/minecraft/pathfinding
Potion,net/minecraft/potion
PotionAbsoption,net/minecraft/potion
PotionAttackDamage,net/minecraft/potion
PotionEffect,net/minecraft/potion
PotionHealth,net/minecraft/potion
PotionHealthBoost,net/minecraft/potion
PotionHelper,net/minecraft/potion
IPlayerUsage,net/minecraft/profiler
PlayerUsageSnooper,net/minecraft/profiler
PlayerUsageSnooperThread,net/minecraft/profiler
Profiler,net/minecraft/profiler
ProfilerResult,net/minecraft/profiler
Score,net/minecraft/scoreboard
ScoreComparator,net/minecraft/scoreboard
ScoreDummyCriteria,net/minecraft/scoreboard
ScoreHealthCriteria,net/minecraft/scoreboard
ScoreObjective,net/minecraft/scoreboard
ScoreObjectiveCriteria,net/minecraft/scoreboard
ScorePlayerTeam,net/minecraft/scoreboard
Scoreboard,net/minecraft/scoreboard
ScoreboardSaveData,net/minecraft/scoreboard
ServerCommandScoreboard,net/minecraft/scoreboard
ServerCommandTestFor,net/minecraft/scoreboard
ServerScoreboard,net/minecraft/scoreboard
Team,net/minecraft/scoreboard
CallableIsServerModded,net/minecraft/server
CallableServerMemoryStats,net/minecraft/server
CallableServerProfiler,net/minecraft/server
ConvertingProgressUpdate,net/minecraft/server
ServerListenThread,net/minecraft/server
ThreadDedicatedServer,net/minecraft/server
ThreadMinecraftServer,net/minecraft/server
CallableServerType,net/minecraft/server/dedicated
CallableType,net/minecraft/server/dedicated
DedicatedPlayerList,net/minecraft/server/dedicated
DedicatedServer,net/minecraft/server/dedicated
DedicatedServerCommandThread,net/minecraft/server/dedicated
DedicatedServerListenThread,net/minecraft/server/dedicated
DedicatedServerSleepThread,net/minecraft/server/dedicated
PropertyManager,net/minecraft/server/dedicated
IUpdatePlayerListBox,net/minecraft/server/gui
MinecraftServerGui,net/minecraft/server/gui
MinecraftServerGuiINNER1,net/minecraft/server/gui
MinecraftServerGuiINNER2,net/minecraft/server/gui
MinecraftServerGuiINNER3,net/minecraft/server/gui
PlayerListComponent,net/minecraft/server/gui
StatsComponent,net/minecraft/server/gui
StatsComponentINNER1,net/minecraft/server/gui
TextAreaLogHandler,net/minecraft/server/gui
TextAreaLogHandlerINNER1,net/minecraft/server/gui
CallableIsModded,net/minecraft/server/integrated
CallableType3,net/minecraft/server/integrated
IntegratedPlayerList,net/minecraft/server/integrated
IntegratedServer,net/minecraft/server/integrated
IntegratedServerListenThread,net/minecraft/server/integrated
BanEntry,net/minecraft/server/management
BanList,net/minecraft/server/management
LowerStringMap,net/minecraft/server/management
PlayerInstance,net/minecraft/server/management
PlayerManager,net/minecraft/server/management
PlayerPositionComparator,net/minecraft/server/management
ServerConfigurationManager,net/minecraft/server/management
Achievement,net/minecraft/stats
AchievementList,net/minecraft/stats
AchievementMap,net/minecraft/stats
IStatStringFormat,net/minecraft/stats
IStatType,net/minecraft/stats
StatBase,net/minecraft/stats
StatBasic,net/minecraft/stats
StatCrafting,net/minecraft/stats
StatFileWriter,net/minecraft/stats
StatList,net/minecraft/stats
StatTypeDistance,net/minecraft/stats
StatTypeFloat,net/minecraft/stats
StatTypeSimple,net/minecraft/stats
StatTypeTime,net/minecraft/stats
StatsSyncher,net/minecraft/stats
ThreadStatSyncherReceive,net/minecraft/stats
ThreadStatSyncherSend,net/minecraft/stats
CallableTileEntityData,net/minecraft/tileentity
CallableTileEntityID,net/minecraft/tileentity
CallableTileEntityName,net/minecraft/tileentity
Hopper,net/minecraft/tileentity
MobSpawnerBaseLogic,net/minecraft/tileentity
TileEntity,net/minecraft/tileentity
TileEntityBeacon,net/minecraft/tileentity
TileEntityBrewingStand,net/minecraft/tileentity
TileEntityChest,net/minecraft/tileentity
TileEntityCommandBlock,net/minecraft/tileentity
TileEntityComparator,net/minecraft/tileentity
TileEntityDaylightDetector,net/minecraft/tileentity
TileEntityDispenser,net/minecraft/tileentity
TileEntityDropper,net/minecraft/tileentity
TileEntityEnchantmentTable,net/minecraft/tileentity
TileEntityEndPortal,net/minecraft/tileentity
TileEntityEnderChest,net/minecraft/tileentity
TileEntityFurnace,net/minecraft/tileentity
TileEntityHopper,net/minecraft/tileentity
TileEntityMobSpawner,net/minecraft/tileentity
TileEntityMobSpawnerLogic,net/minecraft/tileentity
TileEntityNote,net/minecraft/tileentity
TileEntityPiston,net/minecraft/tileentity
TileEntityRecordPlayer,net/minecraft/tileentity
TileEntitySign,net/minecraft/tileentity
TileEntitySkull,net/minecraft/tileentity
WeightedRandomMinecart,net/minecraft/tileentity
AABBLocalPool,net/minecraft/util
AABBPool,net/minecraft/util
AxisAlignedBB,net/minecraft/util
ChatAllowedCharacters,net/minecraft/util
ChatMessageComponent,net/minecraft/util
ChunkCoordinates,net/minecraft/util
CombatEntry,net/minecraft/util
CombatTracker,net/minecraft/util
CryptManager,net/minecraft/util
DamageSource,net/minecraft/util
Direction,net/minecraft/util
EnchantmentNameParts,net/minecraft/util
EntityDamageSource,net/minecraft/util
EntityDamageSourceIndirect,net/minecraft/util
EnumArt,net/minecraft/util
EnumChatFormatting,net/minecraft/util
EnumFacing,net/minecraft/util
EnumMovingObjectType,net/minecraft/util
EnumOS,net/minecraft/util
Facing,net/minecraft/util
FoodStats,net/minecraft/util
HttpUtil,net/minecraft/util
IProgressUpdate,net/minecraft/util
Icon,net/minecraft/util
IntHashMap,net/minecraft/util
IntHashMapEntry,net/minecraft/util
LongHashMap,net/minecraft/util
LongHashMapEntry,net/minecraft/util
MD5String,net/minecraft/util
MathHelper,net/minecraft/util
MessageComponentSerializer,net/minecraft/util
MinecraftError,net/minecraft/util
MouseFilter,net/minecraft/util
MouseHelper,net/minecraft/util
MovementInput,net/minecraft/util
MovementInputFromOptions,net/minecraft/util
MovingObjectPosition,net/minecraft/util
ReportedException,net/minecraft/util
ResourceLocation,net/minecraft/util
ScreenShotHelper,net/minecraft/util
Session,net/minecraft/util
StatCollector,net/minecraft/util
StringTranslate,net/minecraft/util
StringUtils,net/minecraft/util
Timer,net/minecraft/util
Tuple,net/minecraft/util
Util,net/minecraft/util
ValueObject,net/minecraft/util
Vec3,net/minecraft/util
Vec3Pool,net/minecraft/util
WeightedRandom,net/minecraft/util
WeightedRandomChestContent,net/minecraft/util
WeightedRandomItem,net/minecraft/util
MerchantRecipe,net/minecraft/village
MerchantRecipeList,net/minecraft/village
Village,net/minecraft/village
VillageAgressor,net/minecraft/village
VillageCollection,net/minecraft/village
VillageDoorInfo,net/minecraft/village
VillageSiege,net/minecraft/village
CallableLvl1,net/minecraft/world
CallableLvl2,net/minecraft/world
CallableLvl3,net/minecraft/world
ChunkCache,net/minecraft/world
ChunkCoordIntPair,net/minecraft/world
ChunkPosition,net/minecraft/world
ColorizerFoliage,net/minecraft/world
ColorizerGrass,net/minecraft/world
EnumGameType,net/minecraft/world
EnumSkyBlock,net/minecraft/world
Explosion,net/minecraft/world
GameRuleValue,net/minecraft/world
GameRules,net/minecraft/world
IBlockAccess,net/minecraft/world
