"name","notch","supername","package","side"
"NoiseGeneratorOctaves","eb","NoiseGenerator","net/minecraft/src","0"
"ItemBlock","uw","Item","net/minecraft/src","0"
"BlockPumpkin","nf","Block","net/minecraft/src","0"
"Packet30Entity","rd","Packet","net/minecraft/src","0"
"SorterStatsItem","gf","","net/minecraft/src","0"
"StructureNetherBridgePieces","rp","","net/minecraft/src","0"
"J_JdomParser","nx","","net/minecraft/src","0"
"RenderLightningBolt","adu","Render","net/minecraft/src","0"
"InventoryBasic","bb","","net/minecraft/src","0"
"ItemFood","agu","Item","net/minecraft/src","0"
"UnexpectedThrowable","oq","","net/minecraft/src","0"
"EnchantmentOxygen","vu","Enchantment","net/minecraft/src","0"
"EnchantmentWaterWorker","adz","Enchantment","net/minecraft/src","0"
"StatStringFormatKeyInv","qb","","net/minecraft/src","0"
"EntityThrowable","fm","Entity","net/minecraft/src","0"
"Packet255KickDisconnect","sw","Packet","net/minecraft/src","0"
"StatCrafting","yl","StatBase","net/minecraft/src","0"
"ItemBow","il","Item","net/minecraft/src","0"
"J_JsonArrayNodeSelector","ahj","J_LeafFunctor","net/minecraft/src","0"
"WorldGenBigTree","yd","WorldGenerator","net/minecraft/src","0"
"ItemSeeds","adf","Item","net/minecraft/src","0"
"SlotBrewingStandPotion","aeb","Slot","net/minecraft/src","0"
"WorldGenGlowStone1","pt","WorldGenerator","net/minecraft/src","0"
"EntitySmokeFX","aca","EntityFX","net/minecraft/src","0"
"EntityPickupFX","acw","EntityFX","net/minecraft/src","0"
"RecipesFood","air","","net/minecraft/src","0"
"ContainerDispenser","qu","Container","net/minecraft/src","0"
"BlockSnowBlock","jk","Block","net/minecraft/src","0"
"ComponentNetherBridgeEntrance","xr","ComponentNetherBridgePiece","net/minecraft/src","0"
"ModelSnowMan","aai","ModelBase","net/minecraft/src","0"
"EntityGhast","is","EntityFlying","net/minecraft/src","0"
"NBTTagLong","vw","NBTBase","net/minecraft/src","0"
"Empty3","qt","","net/minecraft/src","0"
"Packet131MapData","aej","Packet","net/minecraft/src","0"
"StructureNetherBridgeEnd","ld","ComponentNetherBridgePiece","net/minecraft/src","0"
"RenderSquid","aic","RenderLiving","net/minecraft/src","0"
"Particle","dy","","net/minecraft/src","0"
"EntityArrow","ro","Entity","net/minecraft/src","0"
"RegionFile","as","","net/minecraft/src","0"
"GuiStats","in","GuiScreen","net/minecraft/src","0"
"TexturePackBase","afs","","net/minecraft/src","0"
"BlockRedstoneTorch","ku","BlockTorch","net/minecraft/src","0"
"BlockButton","ahv","Block","net/minecraft/src","0"
"BlockBed","aab","Block","net/minecraft/src","0"
"NoiseGeneratorPerlin","agk","NoiseGenerator","net/minecraft/src","0"
"StatCollector","hj","","net/minecraft/src","0"
"J_ArrayNodeContainer","tl","","net/minecraft/src","0"
"GenLayer","jx","","net/minecraft/src","0"
"RenderFireball","ke","Render","net/minecraft/src","0"
"ThreadDownloadImage","cw","","net/minecraft/src","0"
"EntityCritFX","afj","EntityFX","net/minecraft/src","0"
"RegionFileCache","wl","","net/minecraft/src","0"
"ItemSpade","adb","ItemTool","net/minecraft/src","0"
"EnumJsonNodeTypeMappingHelper","ux","","net/minecraft/src","0"
"ComponentMineshaftRoom","uk","StructureComponent","net/minecraft/src","0"
"EnumArmorMaterial","dj","","net/minecraft/src","0"
"J_JsonNodeBuilders","tz","","net/minecraft/src","0"
"ComponentVillageHouse4_Garden","uy","ComponentVillage","net/minecraft/src","0"
"GuiSlot","jn","","net/minecraft/src","0"
"MapItemRenderer","sg","","net/minecraft/src","0"
"ComponentNetherBridgeCorridor5","hg","ComponentNetherBridgePiece","net/minecraft/src","0"
"J_JsonArray","kx","J_JsonRootNode","net/minecraft/src","0"
"NBTTagEnd","hp","NBTBase","net/minecraft/src","0"
"EnchantmentData","vs","WeightedRandomChoice","net/minecraft/src","0"
"GenLayerRiverInit","sp","GenLayer","net/minecraft/src","0"
"GuiCreateWorld","xh","GuiScreen","net/minecraft/src","0"
"RenderPainting","zv","Render","net/minecraft/src","0"
"IStatType","un","","net/minecraft/src","0"
"BlockPistonBase","abr","Block","net/minecraft/src","0"
"ModelLargeChest","vk","ModelChest","net/minecraft/src","0"
"Packet8UpdateHealth","qg","Packet","net/minecraft/src","0"
"CraftingManager","sl","","net/minecraft/src","0"
"FurnaceRecipes","mt","","net/minecraft/src","0"
"ComponentStrongholdStairsStraight","so","ComponentStronghold","net/minecraft/src","0"
"GuiEnchantment","zw","GuiContainer","net/minecraft/src","0"
"EnumMovingObjectType","bo","","net/minecraft/src","0"
"ThreadDownloadResources","ng","","net/minecraft/src","0"
"J_JsonElementNodeSelector","da","J_LeafFunctor","net/minecraft/src","0"
"NBTTagByte","xq","NBTBase","net/minecraft/src","0"
"EnchantmentLootBonus","qn","Enchantment","net/minecraft/src","0"
"WorldGenForest","jp","WorldGenerator","net/minecraft/src","0"
"StructureComponent","nk","","net/minecraft/src","0"
"BlockDirt","agd","Block","net/minecraft/src","0"
"RenderSnowball","cd","Render","net/minecraft/src","0"
"ThreadPollServers","yb","","net/minecraft/src","0"
"WeightedRandom","nc","","net/minecraft/src","0"
"BlockCloth","fr","Block","net/minecraft/src","0"
"DamageSource","pm","","net/minecraft/src","0"
"RenderHelper","rt","","net/minecraft/src","0"
"SaveFormatComparator","rr","","net/minecraft/src","0"
"Packet15Place","em","Packet","net/minecraft/src","0"
"Packet18Animation","abu","Packet","net/minecraft/src","0"
"ComponentNetherBridgeCorridor","ahw","ComponentNetherBridgePiece","net/minecraft/src","0"
"RenderTNTPrimed","nt","Render","net/minecraft/src","0"
"RenderFallingSand","agh","Render","net/minecraft/src","0"
"TextureLavaFX","yu","TextureFX","net/minecraft/src","0"
"RecipesCrafting","do","","net/minecraft/src","0"
"TileEntityNote","nj","TileEntity","net/minecraft/src","0"
"ShapedRecipes","aga","","net/minecraft/src","0"
"WorldSettings","yw","","net/minecraft/src","0"
"RenderFish","ls","Render","net/minecraft/src","0"
"GuiMainMenu","eh","GuiScreen","net/minecraft/src","0"
"EnumStatus","qy","","net/minecraft/src","0"
"EntityLightningBolt","su","EntityWeatherEffect","net/minecraft/src","0"
"StructurePieceTreasure","agq","WeightedRandomChoice","net/minecraft/src","0"
"GenLayerSmoothZoom","jw","GenLayer","net/minecraft/src","0"
"EntityMooshroom","tb","EntityCow","net/minecraft/src","0"
"WorldBlockPositionType","agf","","net/minecraft/src","0"
"BlockFarmland","ni","Block","net/minecraft/src","0"
"ItemEnderPearl","eo","Item","net/minecraft/src","0"
"WorldProviderSurface","ix","WorldProvider","net/minecraft/src","0"
"RecipesDyes","jc","","net/minecraft/src","0"
"IThreadedFileIO","pz","","net/minecraft/src","0"
"Packet103SetSlot","iu","Packet","net/minecraft/src","0"
"Packet34EntityTeleport","be","Packet","net/minecraft/src","0"
"NBTTagInt","hx","NBTBase","net/minecraft/src","0"
"Packet53BlockChange","ack","Packet","net/minecraft/src","0"
"SlotArmor","pi","Slot","net/minecraft/src","0"
"EntityEnchantmentTableParticleFX","afn","EntityFX","net/minecraft/src","0"
"RenderMagmaCube","m","RenderLiving","net/minecraft/src","0"
"Profiler","pf","","net/minecraft/src","0"
"World","ry","","net/minecraft/src","0"
"SignModel","rb","ModelBase","net/minecraft/src","0"
"IWorldAccess","bd","","net/minecraft/src","0"
"EntityWeatherEffect","sd","Entity","net/minecraft/src","0"
"J_ChainedFunctor","zk","","net/minecraft/src","0"
"RenderBoat","ru","Render","net/minecraft/src","0"
"TileEntityRendererPiston","xd","TileEntitySpecialRenderer","net/minecraft/src","0"
"GenLayerZoom","act","GenLayer","net/minecraft/src","0"
"EntitySheep","hm","EntityAnimal","net/minecraft/src","0"
"ChunkCache","xk","","net/minecraft/src","0"
"Packet19EntityAction","ag","Packet","net/minecraft/src","0"
"GLAllocation","bt","","net/minecraft/src","0"
"MapGenWaterlily","jj","WorldGenerator","net/minecraft/src","0"
"IntCache","bm","","net/minecraft/src","0"
"ChunkCoordIntPair","acm","","net/minecraft/src","0"
"RenderSilverfish","xt","RenderLiving","net/minecraft/src","0"
"ComponentVillageHouse2","ko","ComponentVillage","net/minecraft/src","0"
"ItemReed","to","Item","net/minecraft/src","0"
"ItemGlassBottle","qc","Item","net/minecraft/src","0"
"J_FieldNodeContainer","co","","net/minecraft/src","0"
"BlockContainer","ba","Block","net/minecraft/src","0"
"GuiScreenAddServer","iq","GuiScreen","net/minecraft/src","0"
"GenLayerSmooth","acn","GenLayer","net/minecraft/src","0"
"MinecraftAppletImpl","nm","Minecraft","net/minecraft/src","0"
"Packet52MultiBlockChange","np","Packet","net/minecraft/src","0"
"NetworkMasterThread","acx","","net/minecraft/src","0"
"BlockMelon","of","Block","net/minecraft/src","0"
"BlockChest","au","BlockContainer","net/minecraft/src","0"
"EnchantmentModifierLiving","aen","","net/minecraft/src","0"
"J_JsonNodeSelectors","ek","","net/minecraft/src","0"
"ModelZombie","le","ModelBiped","net/minecraft/src","0"
"ComponentStronghold","os","StructureComponent","net/minecraft/src","0"
"ClippingHelperImpl","qs","ClippingHelper","net/minecraft/src","0"
"BlockStairs","ahh","Block","net/minecraft/src","0"
"Packet21PickupSpawn","ts","Packet","net/minecraft/src","0"
"BlockClay","pc","Block","net/minecraft/src","0"
"SlotEnchantmentTable","li","InventoryBasic","net/minecraft/src","0"
"ChestItemRenderHelper","acl","","net/minecraft/src","0"
"J_JsonNodeList","abn","","net/minecraft/src","0"
"RecipeSorter","ga","","net/minecraft/src","0"
"StructureNetherBridgeStart","tg","StructureStart","net/minecraft/src","0"
"J_NodeContainer","ye","","net/minecraft/src","0"
"Vec3D","fb","","net/minecraft/src","0"
"RenderEnderCrystal","ti","Render","net/minecraft/src","0"
"EntitySorter","oy","","net/minecraft/src","0"
"J_JsonRootNode","wz","J_JsonNode","net/minecraft/src","0"
"Packet25EntityPainting","yr","Packet","net/minecraft/src","0"
"Packet16BlockItemSwitch","aio","Packet","net/minecraft/src","0"
"NBTBase","um","","net/minecraft/src","0"
"ContainerBrewingStand","ok","Container","net/minecraft/src","0"
"RenderVillager","ch","RenderLiving","net/minecraft/src","0"
"ItemDye","xv","Item","net/minecraft/src","0"
"Packet104WindowItems","yh","Packet","net/minecraft/src","0"
"ModelSlime","fy","ModelBase","net/minecraft/src","0"
"PotionHealth","py","Potion","net/minecraft/src","0"
"J_JsonConstants","gw","J_JsonNode","net/minecraft/src","0"
"EntitySnowman","ahd","EntitySnowmanBase","net/minecraft/src","0"
"GuiCrafting","uv","GuiContainer","net/minecraft/src","0"
"Timer","aij","","net/minecraft/src","0"
"BlockFire","wj","Block","net/minecraft/src","0"
"BiomeCache","agl","","net/minecraft/src","0"
"EntityCrit2FX","hu","EntityFX","net/minecraft/src","0"
"ComponentStrongholdCorridor","vn","ComponentStronghold","net/minecraft/src","0"
"BlockTorch","bg","Block","net/minecraft/src","0"
"StepSoundSand","aeg","StepSound","net/minecraft/src","0"
"GuiBrewingStand","cy","GuiContainer","net/minecraft/src","0"
"EnchantmentDamage","ap","Enchantment","net/minecraft/src","0"
"BlockEnchantmentTable","sy","BlockContainer","net/minecraft/src","0"
"BiomeEndDecorator","uu","BiomeDecorator","net/minecraft/src","0"
"ThreadSleepForever","yk","","net/minecraft/src","0"
"MouseFilter","ne","","net/minecraft/src","0"
"J_JsonNodeDoesNotMatchJsonNodeSelectorException","xc","","net/minecraft/src","0"
"WorldGenerator","ig","","net/minecraft/src","0"
"BlockGlass","aho","BlockBreakable","net/minecraft/src","0"
"ComponentNetherBridgeStartPiece","gc","ComponentNetherBridgeCrossing3","net/minecraft/src","0"
"EntityFlameFX","o","EntityFX","net/minecraft/src","0"
"NetHandler","fe","","net/minecraft/src","0"
"EntitySilverfish","gl","EntityMob","net/minecraft/src","0"
"EnchantmentFireAspect","aie","Enchantment","net/minecraft/src","0"
"Packet39AttachEntity","agx","Packet","net/minecraft/src","0"
"RenderBlaze","aq","RenderLiving","net/minecraft/src","0"
"Packet50PreChunk","t","Packet","net/minecraft/src","0"
"ComponentNetherBridgeCorridor3","tr","ComponentNetherBridgePiece","net/minecraft/src","0"
"ModelSquid","op","ModelBase","net/minecraft/src","0"
"EntityOtherPlayerMP","zb","EntityPlayer","net/minecraft/src","0"
"EnumCreatureType","jf","","net/minecraft/src","0"
"TileEntityMobSpawnerRenderer","on","TileEntitySpecialRenderer","net/minecraft/src","0"
"EntityLargeExplodeFX","ail","EntityFX","net/minecraft/src","0"
"SlotFurnace","ie","Slot","net/minecraft/src","0"
"WorldGenCactus","ade","WorldGenerator","net/minecraft/src","0"
"StatList","ny","","net/minecraft/src","0"
"ICamera","fn","","net/minecraft/src","0"
"Packet70Bed","ho","Packet","net/minecraft/src","0"
"GuiAchievement","lk","Gui","net/minecraft/src","0"
"EntityReddustFX","aao","EntityFX","net/minecraft/src","0"
"ModelPig","je","ModelQuadruped","net/minecraft/src","0"
"ChunkFile","ck","","net/minecraft/src","0"
"GenLayerZoomVoronoi","df","GenLayer","net/minecraft/src","0"
"MapGenMineshaft","kd","MapGenStructure","net/minecraft/src","0"
"NoiseGenerator","cs","","net/minecraft/src","0"
"WorldGenHellLava","ey","WorldGenerator","net/minecraft/src","0"
"Packet11PlayerPosition","vb","Packet10Flying","net/minecraft/src","0"
"RenderXPOrb","pw","Render","net/minecraft/src","0"
"MathHelper","me","","net/minecraft/src","0"
"BiomeGenHell","av","BiomeGenBase","net/minecraft/src","0"
"EntityMob","zo","EntityCreature","net/minecraft/src","0"
"BlockSandStone","aat","Block","net/minecraft/src","0"
"TileEntityDispenser","bp","TileEntity","net/minecraft/src","0"
"EntityHeartFX","ff","EntityFX","net/minecraft/src","0"
"GuiChat","gx","GuiScreen","net/minecraft/src","0"
"GuiUnused","aff","GuiScreen","net/minecraft/src","0"
"ModelEnderCrystal","afb","ModelBase","net/minecraft/src","0"
"ItemLeaves","og","ItemBlock","net/minecraft/src","0"
"ContainerChest","ak","Container","net/minecraft/src","0"
"BlockReed","md","Block","net/minecraft/src","0"
"TexturePackList","adk","","net/minecraft/src","0"
"ComponentNetherBridgeCrossing2","yj","ComponentNetherBridgePiece","net/minecraft/src","0"
"TexturePortalFX","vr","TextureFX","net/minecraft/src","0"
"EntityDropParticleFX","st","EntityFX","net/minecraft/src","0"
"Packet254ServerPing","lx","Packet","net/minecraft/src","0"
"Chunk","zx","","net/minecraft/src","0"
"GenLayerShore","zy","GenLayer","net/minecraft/src","0"
"J_JsonNodeBuilder","rv","","net/minecraft/src","0"
"StructureStrongholdStart","kg","StructureStart","net/minecraft/src","0"
"EnumMobType","xb","","net/minecraft/src","0"
"NBTTagList","yi","NBTBase","net/minecraft/src","0"
"GenLayerTemperature","afc","GenLayer","net/minecraft/src","0"
"EnchantmentModifierDamage","cp","","net/minecraft/src","0"
"ItemSword","zp","Item","net/minecraft/src","0"
"WorldProviderHell","aau","WorldProvider","net/minecraft/src","0"
"TileEntityChest","tu","TileEntity","net/minecraft/src","0"
"WorldGenBigMushroom","acp","WorldGenerator","net/minecraft/src","0"
"BlockSapling","aet","BlockFlower","net/minecraft/src","0"
"Packet71Weather","abf","Packet","net/minecraft/src","0"
"WorldGenTrees","gq","WorldGenerator","net/minecraft/src","0"
"GenLayerZoomFuzzy","gn","GenLayer","net/minecraft/src","0"
"Packet32EntityLook","ks","Packet30Entity","net/minecraft/src","0"
"IInventory","de","","net/minecraft/src","0"
"StructureStart","oa","","net/minecraft/src","0"
"RenderEnderman","aae","RenderLiving","net/minecraft/src","0"
"ContainerFurnace","eg","Container","net/minecraft/src","0"
"NetworkWriterThread","agv","","net/minecraft/src","0"
"GenLayerDownfallMix","mh","GenLayer","net/minecraft/src","0"
"EnumJsonNodeType","pp","","net/minecraft/src","0"
"J_ObjectNodeContainer","lc","","net/minecraft/src","0"
"ItemBucket","en","Item","net/minecraft/src","0"
"BlockLog","aip","Block","net/minecraft/src","0"
"StatBase","px","","net/minecraft/src","0"
"DragonPart","vc","Entity","net/minecraft/src","0"
"J_CompactJsonFormatter","rx","","net/minecraft/src","0"
"ModelCow","agg","ModelQuadruped","net/minecraft/src","0"
"BlockOreStorage","rs","Block","net/minecraft/src","0"
"WeightedRandomChoice","abt","","net/minecraft/src","0"
"RecipesWeapons","kj","","net/minecraft/src","0"
"J_JsonNode","an","","net/minecraft/src","0"
"RenderSpider","abw","RenderLiving","net/minecraft/src","0"
"ProfilerResult","afx","","net/minecraft/src","0"
"TexturePackDefault","ax","TexturePackBase","net/minecraft/src","0"
"ComponentVillageHouse3","tf","ComponentVillage","net/minecraft/src","0"
"PlayerController","aes","","net/minecraft/src","0"
"EntityNoteFX","ae","EntityFX","net/minecraft/src","0"
"GuiDispenser","wt","GuiContainer","net/minecraft/src","0"
"RenderChicken","dp","RenderLiving","net/minecraft/src","0"
"EntityChicken","qh","EntityAnimal","net/minecraft/src","0"
"PlayerCapabilities","wq","","net/minecraft/src","0"
"ItemPickaxe","zu","ItemTool","net/minecraft/src","0"
"IEnchantmentModifier","fz","","net/minecraft/src","0"
"ModelSilverfish","aaq","ModelBase","net/minecraft/src","0"
"RenderEngine","zh","","net/minecraft/src","0"
"EntityExplodeFX","nr","EntityFX","net/minecraft/src","0"
"IStatStringFormat","aal","","net/minecraft/src","0"
"Tessellator","cv","","net/minecraft/src","0"
"RenderSorter","jy","","net/minecraft/src","0"
"ChunkCoordinates","dh","","net/minecraft/src","0"
"BlockVine","ahl","Block","net/minecraft/src","0"
"ChatLine","ahe","","net/minecraft/src","0"
"ChunkFolderPattern","agj","","net/minecraft/src","0"
"AchievementList","ut","","net/minecraft/src","0"
"IRecipe","ue","","net/minecraft/src","0"
"MD5String","vz","","net/minecraft/src","0"
"GameWindowListener","sj","","net/minecraft/src","0"
"ColorizerGrass","ha","","net/minecraft/src","0"
"ChunkProviderHell","jv","","net/minecraft/src","0"
"WorldChunkManagerHell","bx","WorldChunkManager","net/minecraft/src","0"
"ItemMetadata","afm","ItemBlock","net/minecraft/src","0"
"RenderEndPortal","abi","TileEntitySpecialRenderer","net/minecraft/src","0"
"BlockGravel","kb","BlockSand","net/minecraft/src","0"
"J_JsonObjectNodeBuilder","abq","","net/minecraft/src","0"
"ItemAxe","ago","ItemTool","net/minecraft/src","0"
"EntityZombie","gr","EntityMob","net/minecraft/src","0"
"EntityEnderPearl","tm","EntityThrowable","net/minecraft/src","0"
"TileEntitySignRenderer","aeu","TileEntitySpecialRenderer","net/minecraft/src","0"
"ChunkProvider","jz","","net/minecraft/src","0"
"ItemSign","my","Item","net/minecraft/src","0"
"EnumEnchantmentType","q","","net/minecraft/src","0"
"EntityWaterMob","dn","EntityCreature","net/minecraft/src","0"
"WorldGenReed","tw","WorldGenerator","net/minecraft/src","0"
"ModelQuadruped","fh","ModelBase","net/minecraft/src","0"
"StructureMineshaftStart","ns","StructureStart","net/minecraft/src","0"
"Packet17Sleep","aft","Packet","net/minecraft/src","0"
"GuiDisconnected","aam","GuiScreen","net/minecraft/src","0"
"ItemCloth","ahb","ItemBlock","net/minecraft/src","0"
"ModelChicken","adq","ModelBase","net/minecraft/src","0"
"J_JsonEscapedString","aek","","net/minecraft/src","0"
"BlockPortal","sc","BlockBreakable","net/minecraft/src","0"
"GuiTextField","dv","Gui","net/minecraft/src","0"
"EntityHugeExplodeFX","adc","EntityFX","net/minecraft/src","0"
"PlayerControllerMP","zn","PlayerController","net/minecraft/src","0"
"RenderEntity","wy","Render","net/minecraft/src","0"
"BlockTrapDoor","mf","Block","net/minecraft/src","0"
"ThreadStatSyncherSend","mi","","net/minecraft/src","0"
"J_JsonNodeSelector","dx","","net/minecraft/src","0"
"ItemMap","bv","ItemMapBase","net/minecraft/src","0"
"EntityTNTPrimed","dd","Entity","net/minecraft/src","0"
"EntityPainting","tj","Entity","net/minecraft/src","0"
"Packet22Collect","rc","Packet","net/minecraft/src","0"
"BlockBookshelf","ay","Block","net/minecraft/src","0"
"TileEntityRenderer","ah","","net/minecraft/src","0"
"ItemAppleGold","afk","ItemFood","net/minecraft/src","0"
"BlockFurnace","eu","BlockContainer","net/minecraft/src","0"
"WorldProvider","k","","net/minecraft/src","0"
"BlockSnow","aif","Block","net/minecraft/src","0"
"BlockEndPortalFrame","rl","Block","net/minecraft/src","0"
"BlockLever","aaa","Block","net/minecraft/src","0"
"ComponentNetherBridgeCrossing","ui","ComponentNetherBridgePiece","net/minecraft/src","0"
"J_PositionTrackingPushbackReader","ud","","net/minecraft/src","0"
"Packet10Flying","hk","Packet","net/minecraft/src","0"
"EntitySnowShovelFX","zj","EntityFX","net/minecraft/src","0"
"StatTypeDistance","jg","","net/minecraft/src","0"
"RecipesTools","zq","","net/minecraft/src","0"
"BlockLilyPad","qi","BlockFlower","net/minecraft/src","0"
"GenLayerDownfall","afd","GenLayer","net/minecraft/src","0"
"J_JsonNullNodeBuilder","afl","","net/minecraft/src","0"
"InventoryLargeChest","adv","","net/minecraft/src","0"
"MapGenBase","bz","","net/minecraft/src","0"
"BlockSign","mr","BlockContainer","net/minecraft/src","0"
"J_JsonObject","g","J_JsonRootNode","net/minecraft/src","0"
"BlockMushroomCap","wd","Block","net/minecraft/src","0"
"MaterialLogic","mw","Material","net/minecraft/src","0"
"ComponentStrongholdRoomCrossing","jt","ComponentStronghold","net/minecraft/src","0"
"BlockCauldron","ic","Block","net/minecraft/src","0"
"PanelCrashReport","wp","","net/minecraft/src","0"
"BiomeGenSwamp","mk","BiomeGenBase","net/minecraft/src","0"
"MovementInput","agn","","net/minecraft/src","0"
"Packet200Statistic","zl","Packet","net/minecraft/src","0"
"SpawnerAnimals","we","","net/minecraft/src","0"
"WorldGenTaiga2","ty","WorldGenerator","net/minecraft/src","0"
"BlockSilverfish","vf","Block","net/minecraft/src","0"
"EntityDiggingFX","mp","EntityFX","net/minecraft/src","0"
"ContainerWorkbench","ace","Container","net/minecraft/src","0"
"NetworkManager","hc","","net/minecraft/src","0"
"TextureCompassFX","aih","TextureFX","net/minecraft/src","0"
"ComponentVillageWell","aia","ComponentVillage","net/minecraft/src","0"
"ContainerPlayer","gd","Container","net/minecraft/src","0"
"GuiMultiplayer","xi","GuiScreen","net/minecraft/src","0"
"EntityFireball","aad","Entity","net/minecraft/src","0"
"WorldChunkManager","vh","","net/minecraft/src","0"
"ComponentVillageHall","acz","ComponentVillage","net/minecraft/src","0"
"BlockDeadBush","jl","BlockFlower","net/minecraft/src","0"
"ItemSaddle","acg","Item","net/minecraft/src","0"
"EnchantmentHelper","ml","","net/minecraft/src","0"
"StatTypeSimple","acc","","net/minecraft/src","0"
"Packet61DoorChange","sh","Packet","net/minecraft/src","0"
"EntityCow","adr","EntityAnimal","net/minecraft/src","0"
"Empty2","te","","net/minecraft/src","0"
"GuiWorldSlot","pb","GuiSlot","net/minecraft/src","0"
"Enchantment","aef","","net/minecraft/src","0"
"MapGenNetherBridge","ed","MapGenStructure","net/minecraft/src","0"
"TileEntitySpecialRenderer","du","","net/minecraft/src","0"
"BlockDispenser","cu","BlockContainer","net/minecraft/src","0"
"EnumRarity","ja","","net/minecraft/src","0"
"BiomeGenTaiga","qk","BiomeGenBase","net/minecraft/src","0"
"BlockPane","uh","Block","net/minecraft/src","0"
"ThreadConnectToServer","pn","","net/minecraft/src","0"
"BlockEndPortal","aid","BlockContainer","net/minecraft/src","0"
"Packet51MapChunk","kh","Packet","net/minecraft/src","0"
"ComponentVillageRoadPiece","za","ComponentVillage","net/minecraft/src","0"
"CanvasCrashReport","adn","","net/minecraft/src","0"
"Packet9Respawn","aep","Packet","net/minecraft/src","0"
"RenderCreeper","hb","RenderLiving","net/minecraft/src","0"
"RenderSheep","ahr","RenderLiving","net/minecraft/src","0"
"IntHashMapEntry","aei","","net/minecraft/src","0"
"IntHashMap","ob","","net/minecraft/src","0"
"ItemMapBase","fu","Item","net/minecraft/src","0"
"NibbleArray","up","","net/minecraft/src","0"
"BlockStoneBrick","jh","Block","net/minecraft/src","0"
"EntityBoat","no","Entity","net/minecraft/src","0"
"Block","yy","","net/minecraft/src","0"
"GuiButton","ct","Gui","net/minecraft/src","0"
"LongHashMap","wv","","net/minecraft/src","0"
"Packet40EntityMetadata","se","Packet","net/minecraft/src","0"
"EnchantmentNameParts","ea","","net/minecraft/src","0"
"ComponentNetherBridgeCorridor4","acs","ComponentNetherBridgePiece","net/minecraft/src","0"
"ComponentNetherBridgeCorridor2","lu","ComponentNetherBridgePiece","net/minecraft/src","0"
"EntityBlaze","qf","EntityMob","net/minecraft/src","0"
"MapData","kl","WorldSavedData","net/minecraft/src","0"
"J_JsonStringNodeSelector","ji","J_LeafFunctor","net/minecraft/src","0"
"BlockFlower","wg","Block","net/minecraft/src","0"
"StringTranslate","qp","","net/minecraft/src","0"
"GameSettings","ki","","net/minecraft/src","0"
"Frustrum","ev","","net/minecraft/src","0"
"BlockMobSpawner","kk","BlockContainer","net/minecraft/src","0"
"RenderGhast","im","RenderLiving","net/minecraft/src","0"
"Packet0KeepAlive","wf","Packet","net/minecraft/src","0"
"Packet60Explosion","km","Packet","net/minecraft/src","0"
"MinecraftException","adl","","net/minecraft/src","0"
"WorldSavedData","afz","","net/minecraft/src","0"
"FoodStats","eq","","net/minecraft/src","0"
"GuiRenameWorld","or","GuiScreen","net/minecraft/src","0"
"ItemFlintAndSteel","ou","Item","net/minecraft/src","0"
"WorldGenSpikes","oh","WorldGenerator","net/minecraft/src","0"
"RedstoneUpdateInfo","lf","","net/minecraft/src","0"
"SlotEnchantment","ur","Slot","net/minecraft/src","0"
"EntityDamageSourceIndirect","qq","EntityDamageSource","net/minecraft/src","0"
"J_JsonListener","yc","","net/minecraft/src","0"
"StructurePieceBlockSelector","ox","","net/minecraft/src","0"
"RenderEnchantmentTable","wn","TileEntitySpecialRenderer","net/minecraft/src","0"
"MapGenCaves","ln","MapGenBase","net/minecraft/src","0"
"EntityList","afw","","net/minecraft/src","0"
"EntitySplashFX","adi","EntityRainFX","net/minecraft/src","0"
"BlockPistonExtension","acu","Block","net/minecraft/src","0"
"ChunkProviderEnd","a","","net/minecraft/src","0"
"RenderMooshroom","la","RenderLiving","net/minecraft/src","0"
"ComponentMineshaftStairs","ra","StructureComponent","net/minecraft/src","0"
"BlockGlowStone","sk","Block","net/minecraft/src","0"
"ModelSpider","lv","ModelBase","net/minecraft/src","0"
"GenLayerTemperatureMix","rk","GenLayer","net/minecraft/src","0"
"J_JsonObjectNodeSelector","agz","J_LeafFunctor","net/minecraft/src","0"
"ColorizerWater","ya","","net/minecraft/src","0"
"NBTTagByteArray","ca","NBTBase","net/minecraft/src","0"
"ComponentVillageStartPiece","yp","ComponentVillageWell","net/minecraft/src","0"
"ModelCreeper","aac","ModelBase","net/minecraft/src","0"
"ComponentStrongholdLibrary","zc","ComponentStronghold","net/minecraft/src","0"
"SaveHandlerMP","bi","","net/minecraft/src","0"
"ChunkProviderGenerate","xj","","net/minecraft/src","0"
"WorldGenClay","adp","WorldGenerator","net/minecraft/src","0"
"BlockLadder","afu","Block","net/minecraft/src","0"
"RenderPlayer","zr","RenderLiving","net/minecraft/src","0"
"GuiConnecting","ri","GuiScreen","net/minecraft/src","0"
"MinecraftApplet","MinecraftApplet","","net/minecraft/client","0"
"Minecraft","Minecraft","","net/minecraft/client","0"
"EntityEnderCrystal","gb","Entity","net/minecraft/src","1"
"RecipesArmor","z","","net/minecraft/src","1"
"BiomeGenHills","ry","BiomeGenBase","net/minecraft/src","1"
"ComponentVillage","sr","StructureComponent","net/minecraft/src","1"
"Packet1Login","nl","Packet","net/minecraft/src","1"
"StatTypeTime","br","","net/minecraft/src","1"
"IProgressUpdate","xk","","net/minecraft/src","1"
"EntityDragonBase","ui","EntityLiving","net/minecraft/src","1"
"InventoryCraftResult","vu","","net/minecraft/src","1"
